"Wavelength","rsr","stdev"
1551,0.0668058917,0.00554561755
1552,0.0775196776,0.00640450278
1553,0.0892249346,0.00734939333
1554,0.105001122,0.00856007542
1555,0.123139933,0.0098639382
1556,0.143061787,0.0111269066
1557,0.167790562,0.0121653182
1558,0.194806248,0.0135099851
1559,0.227763429,0.015235926
1560,0.262033463,0.0170602743
1561,0.301169515,0.0178948846
1562,0.340636313,0.0190387312
1563,0.389863551,0.0211198591
1564,0.440482378,0.0237695556
1565,0.496855438,0.0252757333
1566,0.551597416,0.0273433998
1567,0.603980958,0.0302575864
1568,0.653953493,0.0339072719
1569,0.701878667,0.038667962
1570,0.74558872,0.0424523838
1571,0.787250817,0.045809038
1572,0.819532156,0.0476399809
1573,0.850834429,0.0496466719
1574,0.872689426,0.0514880605
1575,0.892914772,0.0533384942
1576,0.907039344,0.0552257337
1577,0.919645548,0.0562729314
1578,0.929416478,0.0556411743
1579,0.936508119,0.0549666248
1580,0.940991819,0.054239504
1581,0.944030702,0.0535416454
1582,0.945944965,0.0528288446
1583,0.947621644,0.0518175475
1584,0.949015439,0.0504765213
1585,0.94973886,0.0490420274
1586,0.949790239,0.0475329868
1587,0.949801862,0.0458678417
1588,0.949772716,0.0440224372
1589,0.949610114,0.0423838273
1590,0.94929266,0.0409470871
1591,0.949077666,0.0393493362
1592,0.949128151,0.0372472815
1593,0.949369311,0.0355210602
1594,0.949816644,0.0341532864
1595,0.94989109,0.032931421
1596,0.951235533,0.0311528854
1597,0.951565564,0.0294634532
1598,0.952630997,0.0282378532
1599,0.954143763,0.0271127205
1600,0.955595016,0.0256133825
1601,0.95587045,0.0244360175
1602,0.95723778,0.0231315121
1603,0.958615124,0.0219927784
1604,0.957053244,0.0207612123
1605,0.959239125,0.0197705328
1606,0.960138619,0.0184014048
1607,0.960745513,0.017097149
1608,0.961099327,0.0158860497
1609,0.961365223,0.0148626501
1610,0.961409986,0.0137411868
1611,0.96129179,0.0125799812
1612,0.961416364,0.0115869176
1613,0.962154865,0.0105520142
1614,0.96289289,0.00980681274
1615,0.964099944,0.00909459125
1616,0.96540159,0.00855585095
1617,0.966717005,0.00791616086
1618,0.968060255,0.0070820055
1619,0.969378173,0.00669367332
1620,0.970411837,0.00644166395
1621,0.972438693,0.00556298671
1622,0.9743433,0.0053769825
1623,0.976015985,0.0052845031
1624,0.977729619,0.00544658303
1625,0.979683578,0.0049007698
1626,0.981637836,0.00482164603
1627,0.983007193,0.00460571749
1628,0.985379875,0.00433892757
1629,0.987109125,0.00431638863
1630,0.98812747,0.00462181354
1631,0.991281748,0.00447851047
1632,0.993586004,0.0042708125
1633,0.995497942,0.00387443951
1634,0.997286439,0.00355281914
1635,0.998643339,0.00222956249
1636,1,0.00188589736
1637,0.998632073,0.00205051294
1638,0.996954381,0.00353593263
1639,0.992035449,0.00497591402
1640,0.985086381,0.006706079
1641,0.975880325,0.00863870513
1642,0.960662544,0.0104564568
1643,0.937996686,0.0123675214
1644,0.900645256,0.0143891061
1645,0.860842764,0.0172436517
1646,0.813669503,0.0202250462
1647,0.759715438,0.0233530123
1648,0.703183293,0.026012769
1649,0.641243577,0.0277104322
1650,0.577698648,0.0285916273
1651,0.51069057,0.0284784529
1652,0.450427413,0.0268466752
1653,0.390661597,0.0252584871
1654,0.336858332,0.0226213522
1655,0.286289155,0.0200928133
1656,0.245235324,0.0175581593
1657,0.207205623,0.015270425
1658,0.175844714,0.0130884591
1659,0.147933513,0.0111250179
1660,0.126104653,0.00951998774
1661,0.10578151,0.0081188241
1662,0.0883618593,0.00688719563
1663,0.0739401877,0.00589374127
1664,0.0625971109,0.00515185902
1665,0.0526180305,0.00445243483
1666,0.0444018468,0.00376932393
1667,0.0372955017,0.00310425926
1668,0.0317381546,0.00247348659
1669,0.0267092027,0.00195551384
1670,0.0226971321,0.0015615985
1671,0.0192451961,0.00124851323
1672,0.0164555572,0.00100363954
1673,0.013976776,0.000810146972
1674,0.0119506512,0.000652456831
1675,0.0104532074,0.000548729906
1676,0.00943050161,0.000486370991
1677,0.00834116153,0.000420522061
1678,0.00719349878,0.000354376389
1679,0.00618304173,0.000295890233
1680,0.00536271371,0.000256747269
2061,0.00525068538,0.00043356762
2062,0.00570167322,0.000456648733
2063,0.00626114802,0.00048611543
2064,0.0068294066,0.000517187582
2065,0.00753541663,0.000557500636
2066,0.00824142806,0.000599448802
2067,0.0088576125,0.000632676994
2068,0.00948733371,0.000667920569
2069,0.0105673242,0.000745767204
2070,0.0116473129,0.000832294638
2071,0.0127397506,0.000897557475
2072,0.013861075,0.000969815126
2073,0.0156107042,0.00106572628
2074,0.0173603334,0.00117008458
2075,0.0191100705,0.00132791745
2076,0.0208598021,0.00149452186
2077,0.0235276278,0.00162178325
2078,0.0263206325,0.00175054569
2079,0.0293531753,0.00202107825
2080,0.0324535556,0.00234525627
2081,0.0361328535,0.00258992263
2082,0.0401167125,0.00279952935
2083,0.0452228673,0.00318233878
2084,0.0508210994,0.00364927994
2085,0.0568523742,0.00421069283
2086,0.0630855411,0.00482743839
2087,0.0713662654,0.00528393267
2088,0.0802576765,0.0057060672
2089,0.0906611159,0.00664470159
2090,0.101669982,0.00782178994
2091,0.113642618,0.00873721298
2092,0.125975206,0.00957253762
2093,0.141772717,0.0103627145
2094,0.158537745,0.0111686811
2095,0.17933844,0.013039886
2096,0.200408429,0.0150363846
2097,0.222931162,0.0161622632
2098,0.245938152,0.0170349535
2099,0.275641799,0.0175483711
2100,0.306908041,0.0191254988
2101,0.338901699,0.0208813585
2102,0.371217132,0.0227790717
2103,0.407788128,0.02224732
2104,0.445359766,0.0213202294
2105,0.486533731,0.0218921397
2106,0.528710485,0.0230390709
2107,0.561116695,0.0222938862
2108,0.592696667,0.0213392824
2109,0.631134212,0.0199917052
2110,0.673666,0.0187382773
2111,0.706712902,0.0181626603
2112,0.734383523,0.0179120935
2113,0.759524763,0.0164792612
2114,0.783470571,0.0146940332
2115,0.807949424,0.0135521153
2116,0.832428157,0.0132528078
2117,0.850122631,0.0129227359
2118,0.864421189,0.0124722412
2119,0.873491287,0.0117752338
2120,0.885427713,0.012467769
2121,0.894616663,0.0132247005
2122,0.90377152,0.0143895512
2123,0.910645068,0.0135249468
2124,0.91741246,0.0128477067
2125,0.92049861,0.0135522615
2126,0.923634768,0.0144747579
2127,0.92857188,0.0141599895
2128,0.933001637,0.0136995083
2129,0.934683025,0.0130871711
2130,0.935641289,0.0133739421
2131,0.93785274,0.0140065346
2132,0.940044224,0.0137358475
2133,0.941256344,0.0130585041
2134,0.942435622,0.0125528891
2135,0.944517851,0.0123589663
2136,0.946174264,0.0123122344
2137,0.945790291,0.0123189641
2138,0.945785105,0.0122840079
2139,0.94725287,0.011546392
2140,0.948580146,0.0109916674
2141,0.948421538,0.0109714186
2142,0.948316336,0.0112349661
2143,0.949219227,0.0109603219
2144,0.950172603,0.0109079005
2145,0.952450871,0.0103895683
2146,0.954729021,0.0102310432
2147,0.956050754,0.00984962191
2148,0.957337618,0.00971914176
2149,0.957012773,0.00961427577
2150,0.956542671,0.00973962806
2151,0.958881259,0.00934431143
2152,0.961170316,0.00911321957
2153,0.961369574,0.00893540308
2154,0.961647689,0.00899667107
2155,0.962648749,0.0086938208
2156,0.963620186,0.00860069692
2157,0.963517487,0.00837323349
2158,0.963415086,0.00818991661
2159,0.963785648,0.00815440156
2160,0.965442181,0.0082090022
2161,0.967292249,0.00804026332
2162,0.967027843,0.00787615869
2163,0.967296958,0.00788490288
2164,0.967818141,0.0080201216
2165,0.968571365,0.00792760123
2166,0.969431341,0.00789684244
2167,0.970319808,0.00781840179
2168,0.971235037,0.00770085678
2169,0.97077316,0.00772315916
2170,0.968796551,0.00804525148
2171,0.969500542,0.0079175178
2172,0.971330106,0.0077108019
2173,0.972260833,0.00762296095
2174,0.97244066,0.00759170717
2175,0.971809685,0.00758425286
2176,0.970692337,0.0076217493
2177,0.970028043,0.0076482757
2178,0.969909072,0.00772186927
2179,0.971038699,0.00765325874
2180,0.972697556,0.00760301901
2181,0.973087013,0.00749377022
2182,0.973476708,0.00744609581
2183,0.975028932,0.00748585491
2184,0.977088869,0.00764035759
2185,0.977401495,0.00759728346
2186,0.977714181,0.00768282171
2187,0.978595853,0.0077031902
2188,0.979736328,0.00780014182
2189,0.979929566,0.00771850161
2190,0.980067968,0.00789860822
2191,0.980184555,0.00750623504
2192,0.9802351,0.00745103834
2193,0.97922796,0.00729077077
2194,0.978220761,0.00731524779
2195,0.979918659,0.00774190947
2196,0.979463041,0.00748172589
2197,0.979205191,0.00748221669
2198,0.978982806,0.00804734044
2199,0.980911434,0.00733685773
2200,0.982839763,0.00743763195
2201,0.981939793,0.00712539209
2202,0.98064363,0.00751940953
2203,0.978536069,0.00679608854
2204,0.9773435,0.006563609
2205,0.975412428,0.00625079311
2206,0.974784315,0.00617134478
2207,0.974467039,0.00636265473
2208,0.972861052,0.00627440168
2209,0.973176599,0.00608345773
2210,0.975017071,0.0059888754
2211,0.975576818,0.00579102384
2212,0.974969745,0.0057531693
2213,0.975829661,0.00578055996
2214,0.975145817,0.00576167274
2215,0.975192428,0.00545812258
2216,0.975335181,0.00574645121
2217,0.975621104,0.00555060618
2218,0.976901174,0.00564461015
2219,0.976985157,0.00543630496
2220,0.976517439,0.00553231314
2221,0.976644933,0.00553066889
2222,0.977231324,0.00585249765
2223,0.97778213,0.00545935938
2224,0.978353441,0.00583085697
2225,0.980721951,0.00533053
2226,0.98022759,0.0053513092
2227,0.981476605,0.0054976372
2228,0.981152534,0.00531369774
2229,0.980933309,0.00559008913
2230,0.98104161,0.00528613431
2231,0.98118633,0.00546596153
2232,0.981506467,0.0053988141
2233,0.981824756,0.00546205323
2234,0.982141435,0.00556191709
2235,0.982568741,0.00567663275
2236,0.983115137,0.00586937182
2237,0.984517515,0.00587030826
2238,0.986061335,0.00624919683
2239,0.985731781,0.00628643716
2240,0.98681736,0.0062907557
2241,0.987845302,0.00661335653
2242,0.988481104,0.00640142104
2243,0.988944471,0.00654994929
2244,0.98874253,0.00645645848
2245,0.98956573,0.00649671629
2246,0.989808857,0.00628529675
2247,0.98984313,0.00640200125
2248,0.988939404,0.00609359052
2249,0.987960935,0.00626760069
2250,0.986400843,0.00594334537
2251,0.984990716,0.00585094839
2252,0.983745337,0.00578565942
2253,0.982655466,0.00520230364
2254,0.981576622,0.00523103448
2255,0.980409801,0.00472419336
2256,0.979278684,0.00480196811
2257,0.97821629,0.004982905
2258,0.977074206,0.0041562207
2259,0.975931168,0.00482813548
2260,0.975972116,0.00462854421
2261,0.977857769,0.00417047273
2262,0.980426788,0.00474285008
2263,0.97530973,0.00449652458
2264,0.975049019,0.00384318293
2265,0.975306094,0.00417217426
2266,0.976113558,0.00426540291
2267,0.978448272,0.00472807093
2268,0.979408205,0.00369409099
2269,0.98045975,0.00464512734
2270,0.982837677,0.00406867918
2271,0.985587656,0.00465738634
2272,0.989505231,0.00475194352
2273,0.991796255,0.00417910563
2274,0.993862391,0.00449280255
2275,0.996353626,0.00361381425
2276,0.998117566,0.00294985157
2277,0.999310076,0.00211099954
2278,1,0.00198716903
2279,0.997842729,0.00310434448
2280,0.994307518,0.00485234288
2281,0.985593855,0.00698669022
2282,0.975451708,0.00948054809
2283,0.960922062,0.0117809176
2284,0.942932725,0.0146319168
2285,0.919498861,0.0171331577
2286,0.893234015,0.0198912844
2287,0.858578801,0.02145808
2288,0.822954953,0.0239341781
2289,0.780520856,0.0245710462
2290,0.736130059,0.0254072547
2291,0.687567532,0.0244005397
2292,0.638959587,0.0247579962
2293,0.58918637,0.0233234521
2294,0.54031539,0.0212351009
2295,0.491695106,0.0198735036
2296,0.445389539,0.0183776785
2297,0.400872439,0.0171351191
2298,0.358644515,0.0167733636
2299,0.321267754,0.0154025182
2300,0.284053206,0.015008511
2301,0.2522012,0.0138540594
2302,0.225401431,0.0131063703
2303,0.201357543,0.0119671021
2304,0.178324893,0.0118064657
2305,0.158332035,0.0110785859
2306,0.138676032,0.0108968252
2307,0.123594336,0.0100176623
2308,0.109954007,0.00936475862
2309,0.0982147753,0.00858302135
2310,0.0870913491,0.00807381235
2311,0.07789132,0.00738632586
2312,0.0692361668,0.00706549315
2313,0.061988797,0.00641151564
2314,0.0550510325,0.00588463526
2315,0.0493723378,0.00538264588
2316,0.0445008501,0.00485567376
2317,0.040017087,0.00443576416
2318,0.0361779034,0.0041119596
2319,0.0328601003,0.00376011315
2320,0.029466141,0.00350243505
2321,0.0268367659,0.00312874699
2322,0.0240876153,0.00287806871
2323,0.0219378006,0.00257233065
2324,0.0198347904,0.00234281272
2325,0.0180363636,0.00212082849
2326,0.016273031,0.00195914018
2327,0.0148570528,0.00174341106
2328,0.0134202372,0.00159776572
2329,0.0123228589,0.00141034974
2330,0.011154226,0.00127677247
2331,0.0103083104,0.0011333992
2332,0.00964089297,0.00104792404
2333,0.00882060453,0.000940293539
2334,0.00806297362,0.000840192719
2335,0.00738322549,0.00075104303
2336,0.00677204644,0.000672997558
2337,0.00623867195,0.000604404428
2338,0.00570530025,0.000537740765
2339,0.00526273064,0.000478963892
