"Wavelength","rsr","stdev","band"
608,6.24666864e-05,8.83819212e-06,"Red"
609,5.09163983e-05,7.2931125e-06,"Red"
610,4.36088776e-05,6.13061957e-06,"Red"
611,3.94886956e-05,5.4468419e-06,"Red"
612,3.76508615e-05,5.1882439e-06,"Red"
613,3.74914562e-05,5.09310075e-06,"Red"
614,3.88622648e-05,5.1757097e-06,"Red"
615,4.19524622e-05,5.48425851e-06,"Red"
616,4.67851751e-05,6.16301941e-06,"Red"
617,5.3933607e-05,7.10237737e-06,"Red"
618,6.38355123e-05,8.37203606e-06,"Red"
619,7.85615557e-05,1.05670706e-05,"Red"
620,0.000100210629,1.36366707e-05,"Red"
621,0.000131210909,1.79215294e-05,"Red"
622,0.000178066446,2.46992931e-05,"Red"
623,0.000246690499,3.48337162e-05,"Red"
624,0.000352616713,5.06475881e-05,"Red"
625,0.000522169343,7.67754973e-05,"Red"
626,0.000802545226,0.000121575242,"Red"
627,0.00127569167,0.00019875115,"Red"
628,0.00211028452,0.00033812449,"Red"
629,0.00370258628,0.000611749419,"Red"
630,0.00813655462,0.00138653838,"Red"
631,0.0144832162,0.00258088135,"Red"
632,0.0273047052,0.00488257688,"Red"
633,0.061503619,0.0114440229,"Red"
634,0.129604563,0.0235937685,"Red"
635,0.275992155,0.0423264019,"Red"
636,0.508335054,0.0559520721,"Red"
637,0.778233767,0.0414271429,"Red"
638,0.932296991,0.0145912841,"Red"
639,0.966309488,0.00483641215,"Red"
640,0.982640386,0.00868121162,"Red"
641,0.98610568,0.013220489,"Red"
642,0.986162722,0.0144157587,"Red"
643,0.981306255,0.0117079364,"Red"
644,0.973655283,0.00647220109,"Red"
645,0.969172537,0.00390513754,"Red"
646,0.97131443,0.00463889912,"Red"
647,0.980798364,0.00361887808,"Red"
648,0.992718756,0.00526335696,"Red"
649,1,0.00850826688,"Red"
650,0.99686712,0.00811962038,"Red"
651,0.985420108,0.0050275214,"Red"
652,0.97099334,0.00733963121,"Red"
653,0.961064517,0.0125577683,"Red"
654,0.960650921,0.0136157703,"Red"
655,0.968687475,0.0108141266,"Red"
656,0.980701625,0.00550136482,"Red"
657,0.985512078,0.00323348376,"Red"
658,0.988938868,0.00300380844,"Red"
659,0.980829895,0.00767781632,"Red"
660,0.967919469,0.0177791771,"Red"
661,0.963080168,0.0249976888,"Red"
662,0.963283896,0.0273289755,"Red"
663,0.971270144,0.0241091121,"Red"
664,0.981614769,0.0181948319,"Red"
665,0.987565875,0.0148929609,"Red"
666,0.986322582,0.0161413625,"Red"
667,0.980530381,0.018166516,"Red"
668,0.979855299,0.0209696498,"Red"
669,0.980613828,0.0234461427,"Red"
670,0.964931369,0.0351495557,"Red"
671,0.859550774,0.0700895935,"Red"
672,0.668073595,0.0841943249,"Red"
673,0.416980416,0.0534954071,"Red"
674,0.215688512,0.0268911887,"Red"
675,0.105356254,0.0206576698,"Red"
676,0.052083578,0.0139299743,"Red"
677,0.025256481,0.00832761358,"Red"
678,0.0129305059,0.00439544208,"Red"
679,0.00670020236,0.0022843522,"Red"
680,0.00366779277,0.00121789065,"Red"
681,0.00210889266,0.000684641243,"Red"
682,0.00125278172,0.000386639178,"Red"
683,0.00101514847,0.000444257661,"Red"
684,0.000744328659,0.000464757206,"Red"
685,0.000607077149,0.000417946168,"Red"
686,0.000456969894,0.000309863215,"Red"
687,0.000391530775,0.000303760724,"Red"
688,0.000327776768,0.000264749542,"Red"
689,0.000313120603,0.000281190936,"Red"
690,0.000196020454,0.000147292114,"Red"
691,0.000159110074,0.000116654519,"Red"
692,0.00012824162,8.0617654e-05,"Red"
693,0.000113147842,5.07283403e-05,"Red"
694,0.000100142897,3.39887229e-05,"Red"
695,0.000103066988,3.50556984e-05,"Red"
696,0.000111983463,3.72147588e-05,"Red"
697,0.000132251094,3.59903934e-05,"Red"
698,0.000151516593,3.69069821e-05,"Red"
699,0.000168353596,3.34915167e-05,"Red"
700,0.000185117999,2.7666325e-05,"Red"
701,0.000195328888,2.07784506e-05,"Red"
702,0.000186968013,2.78819716e-05,"Red"
703,0.000157915492,2.07108696e-05,"Red"
704,0.000131051143,2.04050866e-05,"Red"
705,0.000125075472,1.83950579e-05,"Red"
706,0.000119099823,1.7278182e-05,"Red"
707,0.000113124159,1.72290202e-05,"Red"
708,0.000107148458,1.82562489e-05,"Red"
709,0.000101172787,2.01962703e-05,"Red"
710,9.51971451e-05,2.28173758e-05,"Red"
711,8.96631245e-05,2.39136734e-05,"Red"
712,8.50182696e-05,2.12168288e-05,"Red"
713,8.0373371e-05,1.89772036e-05,"Red"
714,7.57284797e-05,1.73724802e-05,"Red"
715,7.10836175e-05,1.65878846e-05,"Red"
716,6.64387335e-05,1.67392627e-05,"Red"
717,6.17938567e-05,1.78026858e-05,"Red"
718,5.71489836e-05,1.96305191e-05,"Red"
719,5.23507151e-05,2.15000309e-05,"Red"
720,4.22259363e-05,1.90652227e-05,"Red"
721,4.41370357e-05,1.91613472e-05,"Red"
722,4.75714587e-05,1.80689149e-05,"Red"
723,5.10058635e-05,1.75812729e-05,"Red"
724,5.44402938e-05,1.77483143e-05,"Red"
725,5.78746804e-05,1.8552455e-05,"Red"
726,6.13091179e-05,1.99165497e-05,"Red"
727,6.47435227e-05,2.173551e-05,"Red"
728,6.81779347e-05,2.3905739e-05,"Red"
729,6.99331358e-05,2.52870595e-05,"Red"
730,6.53673269e-05,2.32427792e-05,"Red"
731,6.08015034e-05,2.2106653e-05,"Red"
732,5.62356799e-05,2.20197599e-05,"Red"
733,5.16698601e-05,2.29940106e-05,"Red"
734,4.71040439e-05,2.49052246e-05,"Red"
735,4.25382277e-05,2.7559081e-05,"Red"
736,4.00918507e-05,2.45146202e-05,"Red"
737,3.77083015e-05,2.20644179e-05,"Red"
738,3.5324756e-05,2.07365611e-05,"Red"
739,3.29412142e-05,2.07476005e-05,"Red"
740,3.0557665e-05,2.2095539e-05,"Red"
741,3.13216697e-05,2.15918426e-05,"Red"
742,3.15294819e-05,2.07615649e-05,"Red"
743,3.17372906e-05,2.01001094e-05,"Red"
744,3.19451028e-05,1.96246001e-05,"Red"
745,3.21529151e-05,1.93487303e-05,"Red"
746,3.23607128e-05,1.92810039e-05,"Red"
747,3.25685396e-05,1.942368e-05,"Red"
748,3.27763446e-05,1.97721838e-05,"Red"
749,3.29841532e-05,2.0315927e-05,"Red"
750,3.31919618e-05,2.10397848e-05,"Red"
751,3.44366381e-05,2.05077667e-05,"Red"
752,3.62428982e-05,1.95856956e-05,"Red"
753,3.80491438e-05,1.91381623e-05,"Red"
754,3.98554221e-05,1.91983199e-05,"Red"
755,4.16616786e-05,1.97615755e-05,"Red"
756,4.34679241e-05,2.07870289e-05,"Red"
757,4.52741842e-05,2.22108047e-05,"Red"
758,4.7080448e-05,2.39619403e-05,"Red"
759,4.88867081e-05,2.5974352e-05,"Red"
760,3.63247018e-05,1.79880972e-05,"Red"
761,3.47575769e-05,1.73416647e-05,"Red"
762,3.37603633e-05,1.67475901e-05,"Red"
763,3.27631278e-05,1.62943506e-05,"Red"
764,3.17659069e-05,1.59939009e-05,"Red"
765,3.0768686e-05,1.58549319e-05,"Red"
766,2.97714541e-05,1.58816874e-05,"Red"
767,2.87742259e-05,1.60733398e-05,"Red"
768,2.77770068e-05,1.6424141e-05,"Red"
769,2.67797732e-05,1.69241648e-05,"Red"
770,2.57825541e-05,1.75606656e-05,"Red"
771,2.56315907e-05,1.68765237e-05,"Red"
772,2.55883369e-05,1.61454973e-05,"Red"
773,2.55450886e-05,1.55698017e-05,"Red"
774,2.55018331e-05,1.51671429e-05,"Red"
775,2.54585757e-05,1.49514717e-05,"Red"
776,2.54153238e-05,1.49309208e-05,"Red"
777,2.537207e-05,1.51063023e-05,"Red"
778,2.53288144e-05,1.54708814e-05,"Red"
779,2.52855607e-05,1.60117961e-05,"Red"
780,2.52423088e-05,1.67119215e-05,"Red"
781,2.5873107e-05,1.6356822e-05,"Red"
782,2.66150037e-05,1.59539068e-05,"Red"
783,2.73568894e-05,1.57143295e-05,"Red"
784,2.80987824e-05,1.5645579e-05,"Red"
785,2.88406736e-05,1.57499362e-05,"Red"
786,2.95825612e-05,1.60239815e-05,"Red"
787,3.03244597e-05,1.64593002e-05,"Red"
788,3.10663454e-05,1.70434541e-05,"Red"
789,3.18082348e-05,1.77618258e-05,"Red"
790,3.25501351e-05,1.85988356e-05,"Red"
791,3.11769327e-05,1.75799487e-05,"Red"
792,2.97102233e-05,1.67677408e-05,"Red"
793,2.82435176e-05,1.63032473e-05,"Red"
794,2.67768082e-05,1.62164524e-05,"Red"
795,2.53100952e-05,1.65132224e-05,"Red"
796,2.42152964e-05,1.66112422e-05,"Red"
797,2.72399593e-05,1.59141891e-05,"Red"
798,2.90450171e-05,1.89237253e-05,"Red"
799,3.3142318e-05,1.68705392e-05,"Red"
800,3.6757785e-05,1.99649858e-05,"Red"
801,3.97211224e-05,1.85017143e-05,"Red"
802,3.50808659e-05,1.92529405e-05,"Red"
803,3.03996221e-05,1.72760956e-05,"Red"
804,2.57497377e-05,1.81158885e-05,"Red"
805,2.3837958e-05,1.58571293e-05,"Red"
806,2.20728762e-05,1.6366208e-05,"Red"
807,2.21068858e-05,1.49594935e-05,"Red"
808,2.21191549e-05,1.59132596e-05,"Red"
809,2.19236972e-05,1.3452187e-05,"Red"
810,2.17282359e-05,1.32885243e-05,"Red"
811,2.17714351e-05,1.45242948e-05,"Red"
812,2.24361775e-05,1.39358963e-05,"Red"
813,2.31009235e-05,1.35311329e-05,"Red"
814,2.37656677e-05,1.33268268e-05,"Red"
815,2.44304156e-05,1.33321591e-05,"Red"
816,2.50951616e-05,1.35468899e-05,"Red"
817,2.57599058e-05,1.39613467e-05,"Red"
818,2.64246519e-05,1.45585154e-05,"Red"
819,2.70893961e-05,1.53170113e-05,"Red"
820,2.77541476e-05,1.62142169e-05,"Red"
821,2.84599282e-05,1.71761967e-05,"Red"
822,3.0383555e-05,1.66123154e-05,"Red"
823,3.23071836e-05,1.64270532e-05,"Red"
824,3.42307976e-05,1.6633112e-05,"Red"
825,3.61544153e-05,1.72164127e-05,"Red"
826,3.80780366e-05,1.81406085e-05,"Red"
827,4.00016652e-05,1.93569322e-05,"Red"
828,4.19252792e-05,2.08142628e-05,"Red"
829,4.38489042e-05,2.24657051e-05,"Red"
830,4.57725182e-05,2.42716815e-05,"Red"
831,4.22090925e-05,2.10360649e-05,"Red"
832,3.82887993e-05,1.7895627e-05,"Red"
833,3.43685133e-05,1.54667523e-05,"Red"
834,3.04482219e-05,1.41214805e-05,"Red"
835,2.65279359e-05,1.41718492e-05,"Red"
836,2.30743517e-05,1.40880993e-05,"Red"
837,2.18620717e-05,1.42246508e-05,"Red"
838,2.18299538e-05,1.469381e-05,"Red"
839,2.14083684e-05,1.44741989e-05,"Red"
840,2.16201843e-05,1.48330901e-05,"Red"
841,2.15570126e-05,1.42849049e-05,"Red"
842,2.21031005e-05,1.35661339e-05,"Red"
843,2.30995538e-05,1.55442085e-05,"Red"
844,2.49351851e-05,1.68489205e-05,"Red"
845,2.42876431e-05,1.60480868e-05,"Red"
846,2.61619007e-05,1.62985234e-05,"Red"
847,3.00526772e-05,1.69169016e-05,"Red"
848,3.04314271e-05,1.829543e-05,"Red"
849,3.16895421e-05,1.72716227e-05,"Red"
850,3.70719172e-05,1.91028867e-05,"Red"
851,4.64813129e-05,2.1303018e-05,"Red"
852,5.62098139e-05,2.61465393e-05,"Red"
853,5.88154362e-05,2.20354268e-05,"Red"
854,6.47772758e-05,2.59876178e-05,"Red"
855,6.28905618e-05,2.63814472e-05,"Red"
856,6.01799475e-05,2.62628928e-05,"Red"
857,5.89391202e-05,2.64438495e-05,"Red"
858,5.93960613e-05,2.66990119e-05,"Red"
859,5.88079201e-05,2.64983519e-05,"Red"
860,6.11105716e-05,2.6839265e-05,"Red"
861,5.92321776e-05,2.07526064e-05,"Red"
862,5.83551773e-05,1.92124862e-05,"Red"
863,5.83208312e-05,2.38130378e-05,"Red"
864,6.06150097e-05,2.47122007e-05,"Red"
865,6.09801318e-05,2.46268901e-05,"Red"
866,6.21504296e-05,2.44614184e-05,"Red"
867,6.5329361e-05,2.11132119e-05,"Red"
868,6.902725e-05,2.06394889e-05,"Red"
869,7.06037972e-05,2.73503956e-05,"Red"
870,7.06958454e-05,2.67622509e-05,"Red"
871,7.1541901e-05,2.74233262e-05,"Red"
872,7.00099117e-05,2.58878936e-05,"Red"
873,6.85644409e-05,2.764481e-05,"Red"
874,6.65222105e-05,2.27791843e-05,"Red"
875,6.68892608e-05,3.07198279e-05,"Red"
876,7.56878217e-05,3.20159961e-05,"Red"
877,9.76962401e-05,4.05549508e-05,"Red"
878,0.000155863629,5.54409889e-05,"Red"
879,0.000164490484,8.77016719e-05,"Red"
880,8.10446872e-05,4.66877318e-05,"Red"
881,5.35733052e-05,3.20357285e-05,"Red"
882,4.5318382e-05,2.28849058e-05,"Red"
883,4.3717595e-05,2.59808767e-05,"Red"
884,4.78136171e-05,2.45292522e-05,"Red"
885,5.33605416e-05,3.09632487e-05,"Red"
886,5.64030634e-05,2.92777968e-05,"Red"
887,5.76771272e-05,2.86543927e-05,"Red"
888,5.09125639e-05,3.16238875e-05,"Red"
889,3.54134027e-05,2.25316344e-05,"Red"
890,3.02591143e-05,1.93593605e-05,"Red"
891,2.74079084e-05,1.81054475e-05,"Red"
892,2.72610469e-05,1.8524961e-05,"Red"
893,2.6709291e-05,1.63784644e-05,"Red"
894,2.93290668e-05,1.68285551e-05,"Red"
895,3.00899501e-05,1.83257234e-05,"Red"
896,3.10619434e-05,1.70741259e-05,"Red"
897,3.2033935e-05,1.73372337e-05,"Red"
898,3.30059265e-05,1.90523297e-05,"Red"
899,3.39779181e-05,2.18806126e-05,"Red"
900,3.454342e-05,2.12143896e-05,"Red"
901,3.4966255e-05,1.9872823e-05,"Red"
902,3.538909e-05,1.96371439e-05,"Red"
903,3.5811925e-05,2.05454271e-05,"Red"
904,3.6234771e-05,2.24593077e-05,"Red"
905,3.66576096e-05,2.51502152e-05,"Red"
906,3.68827968e-05,2.43735285e-05,"Red"
907,3.69660593e-05,2.4404444e-05,"Red"
908,3.63871404e-05,2.37956156e-05,"Red"
909,3.44268738e-05,2.23032912e-05,"Red"
910,3.6070127e-05,2.37561817e-05,"Red"
911,3.56998135e-05,2.39629444e-05,"Red"
912,3.61806597e-05,2.45734191e-05,"Red"
913,3.73797047e-05,2.37957738e-05,"Red"
914,3.85787498e-05,2.47935895e-05,"Red"
915,3.97777985e-05,2.73734058e-05,"Red"
916,4.34267786e-05,2.74979138e-05,"Red"
917,4.83665717e-05,3.0922849e-05,"Red"
918,5.23065246e-05,2.85685164e-05,"Red"
919,5.66046911e-05,3.08540366e-05,"Red"
920,5.68904943e-05,3.49210895e-05,"Red"
921,5.43582755e-05,3.42326421e-05,"Red"
922,5.33474231e-05,3.35959267e-05,"Red"
923,5.40689689e-05,3.49746879e-05,"Red"
924,6.73143295e-05,3.98057709e-05,"Red"
925,8.31896541e-05,5.24713469e-05,"Red"
926,0.000148111998,6.8860747e-05,"Red"
927,0.000213319698,9.60378966e-05,"Red"
928,0.000245692674,4.33015011e-05,"Red"
929,0.000199920978,6.62761377e-05,"Red"
930,8.66825212e-05,3.9614155e-05,"Red"
931,6.45090622e-05,3.19950959e-05,"Red"
932,4.78442707e-05,3.10119867e-05,"Red"
933,4.26717197e-05,2.83083555e-05,"Red"
934,3.92062248e-05,2.70422079e-05,"Red"
935,3.75702766e-05,2.55514224e-05,"Red"
936,3.71604983e-05,2.49759723e-05,"Red"
937,3.77472315e-05,2.34861072e-05,"Red"
938,3.83339539e-05,2.3910352e-05,"Red"
939,3.89206907e-05,2.61557689e-05,"Red"
940,3.90882633e-05,2.72436755e-05,"Red"
941,3.86762513e-05,2.54229617e-05,"Red"
942,3.82642393e-05,2.38223511e-05,"Red"
943,3.78522273e-05,2.24890719e-05,"Red"
944,3.74402152e-05,2.14727861e-05,"Red"
945,3.70281959e-05,2.08200672e-05,"Red"
946,3.66161876e-05,2.05654833e-05,"Red"
947,3.62041719e-05,2.07238445e-05,"Red"
948,3.57921526e-05,2.1285814e-05,"Red"
949,3.53801443e-05,2.22208382e-05,"Red"
950,3.65194574e-05,2.20494821e-05,"Red"
951,3.86089487e-05,2.14456104e-05,"Red"
952,4.06984364e-05,2.13499115e-05,"Red"
953,4.27879277e-05,2.17691468e-05,"Red"
954,4.4877419e-05,2.26747306e-05,"Red"
955,4.69669212e-05,2.40117351e-05,"Red"
956,4.90564053e-05,2.57128995e-05,"Red"
957,5.11459039e-05,2.77113086e-05,"Red"
958,5.32354097e-05,2.99474723e-05,"Red"
959,5.52423189e-05,3.21998814e-05,"Red"
960,5.40030123e-05,2.82422916e-05,"Red"
961,5.27470438e-05,2.54098923e-05,"Red"
962,5.14910571e-05,2.41450598e-05,"Red"
963,5.0235074e-05,2.4689969e-05,"Red"
964,4.89791018e-05,2.69348802e-05,"Red"
965,4.78963811e-05,2.54666247e-05,"Red"
966,4.72857064e-05,2.36983124e-05,"Red"
967,4.66750244e-05,2.32468119e-05,"Red"
968,4.6064335e-05,2.41860052e-05,"Red"
969,4.54536566e-05,2.63676611e-05,"Red"
970,4.47955026e-05,2.90784483e-05,"Red"
971,4.36888404e-05,2.78264342e-05,"Red"
972,4.25821818e-05,2.67479791e-05,"Red"
973,4.14755268e-05,2.58646578e-05,"Red"
974,4.03688864e-05,2.51971214e-05,"Red"
975,3.92622278e-05,2.4762805e-05,"Red"
976,3.81555728e-05,2.45740539e-05,"Red"
977,3.70489142e-05,2.46365089e-05,"Red"
978,3.59422593e-05,2.49483201e-05,"Red"
979,3.48356152e-05,2.55002851e-05,"Red"
980,3.40608094e-05,2.57798001e-05,"Red"
981,3.39926701e-05,2.52213013e-05,"Red"
982,3.39245307e-05,2.49303648e-05,"Red"
983,3.38563987e-05,2.49163204e-05,"Red"
984,3.37882666e-05,2.51797537e-05,"Red"
985,3.372012e-05,2.57119973e-05,"Red"
986,3.36519843e-05,2.64969458e-05,"Red"
987,3.35838376e-05,2.7512935e-05,"Red"
988,3.35157056e-05,2.87354487e-05,"Red"
989,3.2135049e-05,2.85444912e-05,"Red"
990,2.61026089e-05,2.28183653e-05,"Red"
991,2.00701634e-05,1.70952299e-05,"Red"
992,1.40377188e-05,1.1379736e-05,"Red"
993,8.0052705e-06,5.69471649e-06,"Red"
994,1.97282247e-06,1.02079889e-06,"Red"
995,1.22736628e-06,4.69273431e-07,"Red"
996,8.3533331e-07,1.87983048e-07,"Red"
997,6.28070325e-07,9.66905276e-08,"Red"
998,5.03874674e-07,4.44437234e-08,"Red"
999,4.34348237e-07,4.26200693e-08,"Red"
1000,3.65826565e-07,5.80900164e-08,"Red"
1001,3.24165853e-07,7.31066621e-08,"Red"
1002,2.98508809e-07,7.38566897e-08,"Red"
1003,2.76316172e-07,7.54763079e-08,"Red"
1004,2.64419214e-07,8.35148413e-08,"Red"
1005,2.51167791e-07,8.88464839e-08,"Red"
1006,2.56761382e-07,8.78548221e-08,"Red"
1007,2.53068606e-07,9.34054967e-08,"Red"
1008,2.52451713e-07,1.05355049e-07,"Red"
1009,2.62381349e-07,1.16535617e-07,"Red"
1010,2.71142198e-07,1.34592085e-07,"Red"
1011,2.92616278e-07,1.51855986e-07,"Red"
1012,3.07787928e-07,1.79121088e-07,"Red"
1013,3.4716237e-07,2.20566065e-07,"Red"
1014,4.07123338e-07,2.52219877e-07,"Red"
1015,4.65365105e-07,2.96389857e-07,"Red"
1016,5.4044483e-07,3.59629041e-07,"Red"
1017,6.28671444e-07,4.27784812e-07,"Red"
1018,7.30119154e-07,5.09456413e-07,"Red"
1019,8.50276251e-07,5.98773397e-07,"Red"
1020,9.83193218e-07,6.95197457e-07,"Red"
1021,1.11835607e-06,8.06323328e-07,"Red"
1022,1.25548013e-06,9.23240407e-07,"Red"
1023,1.39860265e-06,1.04094534e-06,"Red"
1024,1.52893369e-06,1.16904209e-06,"Red"
1025,1.660831e-06,1.29892726e-06,"Red"
1026,1.7767627e-06,1.40067334e-06,"Red"
1027,1.84583553e-06,1.46047273e-06,"Red"
1028,1.85062663e-06,1.46547006e-06,"Red"
1029,1.77302923e-06,1.40826046e-06,"Red"
1030,1.59903061e-06,1.30302226e-06,"Red"
1031,1.37192683e-06,1.16897445e-06,"Red"
1032,1.1170157e-06,9.86129294e-07,"Red"
1033,8.67249071e-07,7.75213493e-07,"Red"
1034,6.55911322e-07,5.72843021e-07,"Red"
1035,4.90514537e-07,4.03634203e-07,"Red"
1036,3.67138256e-07,2.79987205e-07,"Red"
1037,2.81884923e-07,1.95488155e-07,"Red"
1038,2.25750185e-07,1.31728584e-07,"Red"
1039,1.86756168e-07,8.56792326e-08,"Red"
1040,1.58756905e-07,5.61583846e-08,"Red"
1041,1.46996399e-07,3.40737074e-08,"Red"
1042,1.38921962e-07,2.07060857e-08,"Red"
1043,1.41473777e-07,2.87353785e-08,"Red"
1044,1.49186889e-07,5.1042548e-08,"Red"
1045,1.59488991e-07,7.37495967e-08,"Red"
1046,1.85539463e-07,1.08929626e-07,"Red"
1047,2.23402935e-07,1.5959435e-07,"Red"
1048,2.77208017e-07,2.28134979e-07,"Red"
1049,3.66486177e-07,3.34024406e-07,"Red"
1050,5.15897341e-07,5.07106961e-07,"Red"
1051,7.57149905e-07,7.86564556e-07,"Red"
1052,1.14191505e-06,1.22986387e-06,"Red"
1053,1.70294402e-06,1.86968009e-06,"Red"
1054,2.41969633e-06,2.68021154e-06,"Red"
1055,3.14484078e-06,3.48367303e-06,"Red"
1056,3.72176419e-06,4.10198709e-06,"Red"
1057,4.11889459e-06,4.50604102e-06,"Red"
1058,4.45036812e-06,4.82681526e-06,"Red"
1059,4.8546849e-06,5.22574328e-06,"Red"
1060,5.25661926e-06,5.62675177e-06,"Red"
1061,5.35316849e-06,5.69127451e-06,"Red"
1062,4.76150899e-06,5.01016939e-06,"Red"
1063,3.59557566e-06,3.72552518e-06,"Red"
1064,2.38034295e-06,2.40477902e-06,"Red"
1065,1.47455319e-06,1.43744705e-06,"Red"
1066,9.16193017e-07,8.57057955e-07,"Red"
1067,5.93546247e-07,5.36647974e-07,"Red"
1068,4.01770933e-07,3.52545186e-07,"Red"
1069,2.85826872e-07,2.43356624e-07,"Red"
1070,2.12740076e-07,1.76039833e-07,"Red"
1071,1.66661025e-07,1.34208818e-07,"Red"
1072,1.36689522e-07,1.06678286e-07,"Red"
1073,1.13644724e-07,8.65625012e-08,"Red"
1074,9.64875539e-08,7.12661716e-08,"Red"
1075,8.47025134e-08,6.07455064e-08,"Red"
1076,7.61009886e-08,5.37498543e-08,"Red"
1077,6.94560427e-08,4.82151776e-08,"Red"
1078,6.3943979e-08,4.3480771e-08,"Red"
1079,6.16368183e-08,4.05985645e-08,"Red"
1080,5.98220424e-08,3.95284339e-08,"Red"
1081,5.8448375e-08,3.75576796e-08,"Red"
1082,5.95778431e-08,3.71455222e-08,"Red"
1083,6.24373726e-08,3.81990652e-08,"Red"
1084,6.63502888e-08,4.02770333e-08,"Red"
1085,7.15041253e-08,4.22941362e-08,"Red"
1086,7.85657903e-08,4.5099025e-08,"Red"
1087,8.66678462e-08,4.8933483e-08,"Red"
1088,9.81007915e-08,5.53718351e-08,"Red"
1089,1.1039026e-07,6.25446432e-08,"Red"
1090,1.25698222e-07,7.17790556e-08,"Red"
1091,1.43003561e-07,8.35200851e-08,"Red"
1092,1.58290959e-07,9.47810648e-08,"Red"
1093,1.70184208e-07,1.03513486e-07,"Red"
1094,1.7394845e-07,1.06876605e-07,"Red"
1095,1.68863224e-07,1.03268427e-07,"Red"
1096,1.5572067e-07,9.37293763e-08,"Red"
1097,1.38873943e-07,8.15081123e-08,"Red"
1098,1.19640745e-07,6.89117954e-08,"Red"
1099,1.01716545e-07,5.80841615e-08,"Red"
1100,8.42104058e-08,4.79081379e-08,"Red"
350,1.87083016e-09,1.94096472e-09,"NIR"
351,8.76670647e-09,4.36292025e-09,"NIR"
352,4.0576198e-10,2.46072407e-09,"NIR"
353,3.42790196e-09,4.57018468e-09,"NIR"
354,-6.65871192e-10,7.53212603e-10,"NIR"
355,1.37290201e-09,7.64100061e-10,"NIR"
356,2.49236898e-09,2.210788e-09,"NIR"
357,-2.46297671e-09,1.74356762e-09,"NIR"
358,-1.66663727e-09,2.52580601e-09,"NIR"
359,1.93764282e-10,1.18928245e-09,"NIR"
360,-2.81713275e-09,1.24934041e-09,"NIR"
361,-2.60807959e-10,3.57076174e-10,"NIR"
362,3.8998315e-11,2.42022313e-09,"NIR"
363,5.17613463e-09,3.07525783e-09,"NIR"
364,4.36928005e-09,1.81070192e-09,"NIR"
365,-1.03302e-09,5.35261446e-10,"NIR"
366,6.5807817e-09,1.05680718e-08,"NIR"
367,-4.16904111e-09,1.05955031e-08,"NIR"
368,1.7508146e-08,2.87066069e-08,"NIR"
369,4.39389574e-08,3.73120415e-08,"NIR"
370,3.21295559e-08,5.19443333e-09,"NIR"
371,2.46228975e-08,1.30575657e-08,"NIR"
372,2.52081094e-08,1.59334377e-08,"NIR"
373,1.24148025e-08,9.81818626e-09,"NIR"
374,-1.24739394e-11,2.31349384e-10,"NIR"
375,3.66856079e-09,2.33543518e-09,"NIR"
376,3.2068046e-09,2.19463292e-09,"NIR"
377,-9.80295706e-11,6.25281424e-11,"NIR"
378,1.25085928e-10,6.90471152e-11,"NIR"
379,1.4600815e-10,8.34440433e-11,"NIR"
380,1.60724256e-09,6.88997415e-10,"NIR"
381,2.23287167e-09,7.34764194e-10,"NIR"
382,4.19715318e-10,9.44792994e-11,"NIR"
383,6.87622875e-11,3.58330032e-11,"NIR"
384,1.47290444e-11,1.10647325e-11,"NIR"
385,1.64200979e-11,1.28132852e-11,"NIR"
386,1.47004756e-10,8.7415436e-11,"NIR"
387,5.74222059e-10,4.62766422e-11,"NIR"
388,6.69231781e-10,2.67391193e-10,"NIR"
389,2.09951473e-10,3.69264688e-11,"NIR"
390,9.39684663e-10,3.28789496e-10,"NIR"
391,1.54420376e-09,7.93979715e-10,"NIR"
392,4.00978001e-10,2.884816e-10,"NIR"
393,1.16316741e-10,2.28632408e-11,"NIR"
394,1.58962343e-10,3.84864675e-11,"NIR"
395,2.4220731e-10,2.73298641e-11,"NIR"
396,1.1161253e-09,4.80006257e-10,"NIR"
397,2.21113433e-10,2.21870897e-10,"NIR"
398,1.33056162e-08,6.63164323e-09,"NIR"
399,5.48747785e-08,2.20978098e-08,"NIR"
400,3.52157556e-08,1.17930439e-08,"NIR"
401,4.19936832e-08,2.74245782e-08,"NIR"
402,2.91101525e-08,2.99415319e-08,"NIR"
403,1.0983646e-08,1.37090126e-08,"NIR"
404,8.48967208e-09,6.5676371e-09,"NIR"
405,2.6761132e-08,2.61064095e-08,"NIR"
406,5.93062168e-08,3.65006976e-08,"NIR"
407,1.24414825e-07,6.89362096e-08,"NIR"
408,2.48883168e-07,7.195829e-08,"NIR"
409,5.3536661e-07,4.90021534e-07,"NIR"
410,1.11285078e-06,5.72302667e-07,"NIR"
411,1.64061134e-06,9.515133e-07,"NIR"
412,1.31243348e-06,1.07294136e-06,"NIR"
413,4.41596853e-07,4.43377104e-07,"NIR"
414,2.73706235e-07,1.07302704e-07,"NIR"
415,2.67480488e-07,1.57541322e-07,"NIR"
416,1.5296726e-07,9.93739775e-08,"NIR"
417,6.8176611e-08,3.7760838e-08,"NIR"
418,7.31398941e-08,5.46579031e-08,"NIR"
419,2.59002348e-07,3.03272628e-07,"NIR"
420,6.58841543e-07,6.69201768e-07,"NIR"
421,1.3058451e-06,7.04840602e-07,"NIR"
422,3.34953575e-06,2.7536189e-06,"NIR"
423,6.41327006e-06,5.09912888e-06,"NIR"
