"Wavelength","rsr","stdev","band"
1355,6.46499611e-05,3.92319889e-05,"SWIR1"
1356,6.65263287e-05,4.16920593e-05,"SWIR1"
1357,7.35264475e-05,4.11595829e-05,"SWIR1"
1358,8.49564749e-05,4.05850296e-05,"SWIR1"
1359,0.00010589289,4.00297286e-05,"SWIR1"
1360,0.000126840416,4.05798019e-05,"SWIR1"
1361,0.000154220266,4.21793629e-05,"SWIR1"
1362,0.000185705008,4.50333755e-05,"SWIR1"
1363,0.000219114445,4.82770265e-05,"SWIR1"
1364,0.000252379075,5.17651897e-05,"SWIR1"
1365,0.000285894494,5.6060213e-05,"SWIR1"
1366,0.00031874553,6.09202143e-05,"SWIR1"
1367,0.000348906644,6.52128729e-05,"SWIR1"
1368,0.00037373777,6.92381072e-05,"SWIR1"
1369,0.000392488815,7.24116326e-05,"SWIR1"
1370,0.000405353552,7.45973957e-05,"SWIR1"
1371,0.000414532493,7.61028059e-05,"SWIR1"
1372,0.000420132536,7.70002152e-05,"SWIR1"
1373,0.00042393108,7.77159512e-05,"SWIR1"
1374,0.00042635249,7.81256531e-05,"SWIR1"
1375,0.000427438441,7.77444147e-05,"SWIR1"
1376,0.000427179213,7.7407567e-05,"SWIR1"
1377,0.000425047096,7.70203042e-05,"SWIR1"
1378,0.000419413613,7.64013821e-05,"SWIR1"
1379,0.000410105946,7.58666138e-05,"SWIR1"
1380,0.000391028268,7.42745615e-05,"SWIR1"
1381,0.000366714725,7.24540296e-05,"SWIR1"
1382,0.00033776951,7.04705453e-05,"SWIR1"
1383,0.000305284862,6.81877063e-05,"SWIR1"
1384,0.00027178679,6.6057728e-05,"SWIR1"
1385,0.0002370273,6.36417972e-05,"SWIR1"
1386,0.000202455107,6.12648291e-05,"SWIR1"
1387,0.000169096806,5.92925098e-05,"SWIR1"
1388,0.000139270298,5.78952386e-05,"SWIR1"
1389,0.00011566803,5.73719226e-05,"SWIR1"
1390,9.95907103e-05,5.79577718e-05,"SWIR1"
1391,8.96818456e-05,5.90553682e-05,"SWIR1"
1392,8.39069398e-05,6.04191991e-05,"SWIR1"
1393,8.12077196e-05,6.22213265e-05,"SWIR1"
1394,8.04201991e-05,6.41451697e-05,"SWIR1"
1395,8.05557138e-05,6.57690689e-05,"SWIR1"
1396,8.09179983e-05,6.73542309e-05,"SWIR1"
1397,8.16582615e-05,6.87858264e-05,"SWIR1"
1398,8.24702729e-05,7.00725723e-05,"SWIR1"
1399,8.32093574e-05,7.11485482e-05,"SWIR1"
1400,8.40242428e-05,7.21048345e-05,"SWIR1"
1401,8.49056887e-05,7.30243992e-05,"SWIR1"
1402,8.56884144e-05,7.39026218e-05,"SWIR1"
1403,8.64925969e-05,7.47566155e-05,"SWIR1"
1404,8.73897297e-05,7.57246016e-05,"SWIR1"
1405,8.83149987e-05,7.68951286e-05,"SWIR1"
1406,8.95607809e-05,7.76451852e-05,"SWIR1"
1407,9.08477086e-05,7.85592929e-05,"SWIR1"
1408,9.21346509e-05,7.97229732e-05,"SWIR1"
1409,9.34215859e-05,8.11256323e-05,"SWIR1"
1410,9.47085064e-05,8.27550757e-05,"SWIR1"
1411,9.59954705e-05,8.45981849e-05,"SWIR1"
1412,9.728242e-05,8.66413393e-05,"SWIR1"
1413,9.85693696e-05,8.88706491e-05,"SWIR1"
1414,9.95663577e-05,9.04129629e-05,"SWIR1"
1415,9.97238312e-05,8.96662605e-05,"SWIR1"
1416,9.98812829e-05,8.89669245e-05,"SWIR1"
1417,0.000100038735,8.83164321e-05,"SWIR1"
1418,0.000100196186,8.77156708e-05,"SWIR1"
1419,0.000100353624,8.71653974e-05,"SWIR1"
1420,0.000100511083,8.66669798e-05,"SWIR1"
1421,0.000100668549,8.62211236e-05,"SWIR1"
1422,0.000100826001,8.58288186e-05,"SWIR1"
1423,0.00010098343,8.54907557e-05,"SWIR1"
1424,0.000101140868,8.52074008e-05,"SWIR1"
1425,0.000101298319,8.49793141e-05,"SWIR1"
1426,0.000101455793,8.48072305e-05,"SWIR1"
1427,0.000101613252,8.46912371e-05,"SWIR1"
1428,0.000101770682,8.46313924e-05,"SWIR1"
1429,0.000101928148,8.46282855e-05,"SWIR1"
1430,0.000102085607,8.46817129e-05,"SWIR1"
1431,0.000102243059,8.47915144e-05,"SWIR1"
1432,0.000102400511,8.49574935e-05,"SWIR1"
1433,0.00010255794,8.51792065e-05,"SWIR1"
1434,0.000103251383,8.54842292e-05,"SWIR1"
1435,0.000104660707,8.58639905e-05,"SWIR1"
1436,0.000106070045,8.63071691e-05,"SWIR1"
1437,0.000107479369,8.68125717e-05,"SWIR1"
1438,0.000108888722,8.73790705e-05,"SWIR1"
1439,0.000110298031,8.80054431e-05,"SWIR1"
1440,0.000111707392,8.86905691e-05,"SWIR1"
1441,0.00011311673,8.9432906e-05,"SWIR1"
1442,0.000114526098,9.02311876e-05,"SWIR1"
1443,0.000115935392,9.1083959e-05,"SWIR1"
1444,0.000117344767,9.19895756e-05,"SWIR1"
1445,0.000118754098,9.29466041e-05,"SWIR1"
1446,0.000120163437,9.39533202e-05,"SWIR1"
1447,0.000121572797,9.5008385e-05,"SWIR1"
1448,0.000122982077,9.61101032e-05,"SWIR1"
1449,0.000124391445,9.72568159e-05,"SWIR1"
1450,0.000125800769,9.84469443e-05,"SWIR1"
1451,0.000127210136,9.96789531e-05,"SWIR1"
1452,0.000128619431,0.000100951554,"SWIR1"
1453,0.000130028784,0.000102262755,"SWIR1"
1454,0.00013155397,0.000103265462,"SWIR1"
1455,0.000133550842,0.000102778271,"SWIR1"
1456,0.000135547685,0.000102347447,"SWIR1"
1457,0.000137544557,0.00010197371,"SWIR1"
1458,0.000139541429,0.000101658057,"SWIR1"
1459,0.000141538243,0.000101400692,"SWIR1"
1460,0.00014353513,0.000101202007,"SWIR1"
1461,0.000145531943,0.000101062666,"SWIR1"
1462,0.000147528786,0.000100982521,"SWIR1"
1463,0.000149525644,0.000100962054,"SWIR1"
1464,0.000151522501,0.000101001424,"SWIR1"
1465,0.000153519359,0.000101099889,"SWIR1"
1466,0.000155516202,0.0001012578,"SWIR1"
1467,0.000157513045,0.000101474929,"SWIR1"
1468,0.000159509946,0.000101750586,"SWIR1"
1469,0.000161506774,0.000102084545,"SWIR1"
1470,0.000163503631,0.000102476122,"SWIR1"
1471,0.000165500503,0.000102924685,"SWIR1"
1472,0.000167497317,0.000103429455,"SWIR1"
1473,0.000169494175,0.000103989703,"SWIR1"
1474,0.000172383501,0.000103886799,"SWIR1"
1475,0.000177932045,0.000103831204,"SWIR1"
1476,0.0001852399,0.000104429178,"SWIR1"
1477,0.000192547785,0.000105120896,"SWIR1"
1478,0.000199855596,0.000105904801,"SWIR1"
1479,0.000207163423,0.000106778411,"SWIR1"
1480,0.000214471278,0.000107739746,"SWIR1"
1481,0.000221779177,0.0001087868,"SWIR1"
1482,0.000229087032,0.00010991664,"SWIR1"
1483,0.000236394946,0.000111126923,"SWIR1"
1484,0.000243702671,0.000112414971,"SWIR1"
1485,0.000251010555,0.000113778508,"SWIR1"
1486,0.00025831844,0.000115214396,"SWIR1"
1487,0.000265626324,0.000116720337,"SWIR1"
1488,0.000272934238,0.000118293079,"SWIR1"
1489,0.000280242006,0.000119930774,"SWIR1"
1490,0.000287549861,0.000121630066,"SWIR1"
1491,0.000294857658,0.000123389007,"SWIR1"
1492,0.000302165572,0.000125204577,"SWIR1"
1493,0.000309473515,0.000127074876,"SWIR1"
1494,0.000316781312,0.000128997184,"SWIR1"
1495,0.000333748729,0.000130996254,"SWIR1"
1496,0.000361758983,0.000132961432,"SWIR1"
1497,0.000389769237,0.000135169132,"SWIR1"
1498,0.000417779491,0.000137607683,"SWIR1"
1499,0.000445789628,0.000140264907,"SWIR1"
1500,0.000473800115,0.000143128753,"SWIR1"
1501,0.000501810224,0.000146186925,"SWIR1"
1502,0.000529820449,0.000149427811,"SWIR1"
1503,0.00055783079,0.000152839435,"SWIR1"
1504,0.000585840957,0.00015641081,"SWIR1"
1505,0.000613851182,0.000160131312,"SWIR1"
1506,0.000641861581,0.000163990393,"SWIR1"
1507,0.000669871632,0.000167979102,"SWIR1"
1508,0.000697882089,0.000172088068,"SWIR1"
1509,0.000725892256,0.000176308778,"SWIR1"
1510,0.000753902365,0.00018063371,"SWIR1"
1511,0.000781912822,0.000185055324,"SWIR1"
1512,0.000834206585,0.000189387123,"SWIR1"
1513,0.000890717551,0.000193828222,"SWIR1"
1514,0.000957853452,0.000198218651,"SWIR1"
1515,0.00103252532,0.00020298583,"SWIR1"
1516,0.00111942319,0.000208007055,"SWIR1"
1517,0.00121468806,0.000213296807,"SWIR1"
1518,0.00132352998,0.000219089605,"SWIR1"
1519,0.00144991069,0.00022605095,"SWIR1"
1520,0.00158625818,0.000233426603,"SWIR1"
1521,0.00174023095,0.000241546091,"SWIR1"
1522,0.00192972855,0.000251229911,"SWIR1"
1523,0.00212890003,0.000261799636,"SWIR1"
1524,0.00233536935,0.000272730162,"SWIR1"
1525,0.00258693378,0.000286110764,"SWIR1"
1526,0.00288087269,0.000301987428,"SWIR1"
1527,0.00319594401,0.000319616956,"SWIR1"
1528,0.0035633652,0.000339145481,"SWIR1"
1529,0.00397113478,0.000361413637,"SWIR1"
1530,0.00443610875,0.000388000859,"SWIR1"
1531,0.00498464983,0.000421439094,"SWIR1"
1532,0.00554793607,0.00045639748,"SWIR1"
1533,0.00627023773,0.000504566415,"SWIR1"
1534,0.00701700849,0.000553495483,"SWIR1"
1535,0.00794360228,0.00062074553,"SWIR1"
1536,0.00882081874,0.000683340069,"SWIR1"
1537,0.00961303245,0.000737389317,"SWIR1"
1538,0.0106697157,0.000821414229,"SWIR1"
1539,0.0121255787,0.000949114852,"SWIR1"
1540,0.0136883287,0.00108250463,"SWIR1"
1541,0.0157045722,0.00123391254,"SWIR1"
1542,0.0177991167,0.00140412711,"SWIR1"
1543,0.0205864869,0.0016379049,"SWIR1"
1544,0.0234405901,0.00187370786,"SWIR1"
1545,0.0271165967,0.00222245371,"SWIR1"
1546,0.0307925902,0.00257730763,"SWIR1"
1547,0.0359886959,0.00295372331,"SWIR1"
1548,0.0416314416,0.00355514977,"SWIR1"
1549,0.0488091856,0.00419124262,"SWIR1"
1550,0.0571529008,0.00480408454,"SWIR1"
1551,0.0668058917,0.00554561755,"SWIR1"
1552,0.0775196776,0.00640450278,"SWIR1"
1553,0.0892249346,0.00734939333,"SWIR1"
1554,0.105001122,0.00856007542,"SWIR1"
1555,0.123139933,0.0098639382,"SWIR1"
1556,0.143061787,0.0111269066,"SWIR1"
1557,0.167790562,0.0121653182,"SWIR1"
1558,0.194806248,0.0135099851,"SWIR1"
1559,0.227763429,0.015235926,"SWIR1"
1560,0.262033463,0.0170602743,"SWIR1"
1561,0.301169515,0.0178948846,"SWIR1"
1562,0.340636313,0.0190387312,"SWIR1"
1563,0.389863551,0.0211198591,"SWIR1"
1564,0.440482378,0.0237695556,"SWIR1"
1565,0.496855438,0.0252757333,"SWIR1"
1566,0.551597416,0.0273433998,"SWIR1"
1567,0.603980958,0.0302575864,"SWIR1"
1568,0.653953493,0.0339072719,"SWIR1"
1569,0.701878667,0.038667962,"SWIR1"
1570,0.74558872,0.0424523838,"SWIR1"
1571,0.787250817,0.045809038,"SWIR1"
1572,0.819532156,0.0476399809,"SWIR1"
1573,0.850834429,0.0496466719,"SWIR1"
1574,0.872689426,0.0514880605,"SWIR1"
1575,0.892914772,0.0533384942,"SWIR1"
1576,0.907039344,0.0552257337,"SWIR1"
1577,0.919645548,0.0562729314,"SWIR1"
1578,0.929416478,0.0556411743,"SWIR1"
1579,0.936508119,0.0549666248,"SWIR1"
1580,0.940991819,0.054239504,"SWIR1"
1581,0.944030702,0.0535416454,"SWIR1"
1582,0.945944965,0.0528288446,"SWIR1"
1583,0.947621644,0.0518175475,"SWIR1"
1584,0.949015439,0.0504765213,"SWIR1"
1585,0.94973886,0.0490420274,"SWIR1"
1586,0.949790239,0.0475329868,"SWIR1"
1587,0.949801862,0.0458678417,"SWIR1"
1588,0.949772716,0.0440224372,"SWIR1"
1589,0.949610114,0.0423838273,"SWIR1"
1590,0.94929266,0.0409470871,"SWIR1"
1591,0.949077666,0.0393493362,"SWIR1"
1592,0.949128151,0.0372472815,"SWIR1"
1593,0.949369311,0.0355210602,"SWIR1"
1594,0.949816644,0.0341532864,"SWIR1"
1595,0.94989109,0.032931421,"SWIR1"
1596,0.951235533,0.0311528854,"SWIR1"
1597,0.951565564,0.0294634532,"SWIR1"
1598,0.952630997,0.0282378532,"SWIR1"
1599,0.954143763,0.0271127205,"SWIR1"
1600,0.955595016,0.0256133825,"SWIR1"
1601,0.95587045,0.0244360175,"SWIR1"
1602,0.95723778,0.0231315121,"SWIR1"
1603,0.958615124,0.0219927784,"SWIR1"
1604,0.957053244,0.0207612123,"SWIR1"
1605,0.959239125,0.0197705328,"SWIR1"
1606,0.960138619,0.0184014048,"SWIR1"
1607,0.960745513,0.017097149,"SWIR1"
1608,0.961099327,0.0158860497,"SWIR1"
1609,0.961365223,0.0148626501,"SWIR1"
1610,0.961409986,0.0137411868,"SWIR1"
1611,0.96129179,0.0125799812,"SWIR1"
1612,0.961416364,0.0115869176,"SWIR1"
1613,0.962154865,0.0105520142,"SWIR1"
1614,0.96289289,0.00980681274,"SWIR1"
1615,0.964099944,0.00909459125,"SWIR1"
1616,0.96540159,0.00855585095,"SWIR1"
1617,0.966717005,0.00791616086,"SWIR1"
1618,0.968060255,0.0070820055,"SWIR1"
1619,0.969378173,0.00669367332,"SWIR1"
1620,0.970411837,0.00644166395,"SWIR1"
1621,0.972438693,0.00556298671,"SWIR1"
1622,0.9743433,0.0053769825,"SWIR1"
1623,0.976015985,0.0052845031,"SWIR1"
1624,0.977729619,0.00544658303,"SWIR1"
1625,0.979683578,0.0049007698,"SWIR1"
1626,0.981637836,0.00482164603,"SWIR1"
1627,0.983007193,0.00460571749,"SWIR1"
1628,0.985379875,0.00433892757,"SWIR1"
1629,0.987109125,0.00431638863,"SWIR1"
1630,0.98812747,0.00462181354,"SWIR1"
1631,0.991281748,0.00447851047,"SWIR1"
1632,0.993586004,0.0042708125,"SWIR1"
1633,0.995497942,0.00387443951,"SWIR1"
1634,0.997286439,0.00355281914,"SWIR1"
1635,0.998643339,0.00222956249,"SWIR1"
1636,1,0.00188589736,"SWIR1"
1637,0.998632073,0.00205051294,"SWIR1"
1638,0.996954381,0.00353593263,"SWIR1"
1639,0.992035449,0.00497591402,"SWIR1"
1640,0.985086381,0.006706079,"SWIR1"
1641,0.975880325,0.00863870513,"SWIR1"
1642,0.960662544,0.0104564568,"SWIR1"
1643,0.937996686,0.0123675214,"SWIR1"
1644,0.900645256,0.0143891061,"SWIR1"
1645,0.860842764,0.0172436517,"SWIR1"
1646,0.813669503,0.0202250462,"SWIR1"
1647,0.759715438,0.0233530123,"SWIR1"
1648,0.703183293,0.026012769,"SWIR1"
1649,0.641243577,0.0277104322,"SWIR1"
1650,0.577698648,0.0285916273,"SWIR1"
1651,0.51069057,0.0284784529,"SWIR1"
1652,0.450427413,0.0268466752,"SWIR1"
1653,0.390661597,0.0252584871,"SWIR1"
1654,0.336858332,0.0226213522,"SWIR1"
1655,0.286289155,0.0200928133,"SWIR1"
1656,0.245235324,0.0175581593,"SWIR1"
1657,0.207205623,0.015270425,"SWIR1"
1658,0.175844714,0.0130884591,"SWIR1"
1659,0.147933513,0.0111250179,"SWIR1"
1660,0.126104653,0.00951998774,"SWIR1"
1661,0.10578151,0.0081188241,"SWIR1"
1662,0.0883618593,0.00688719563,"SWIR1"
1663,0.0739401877,0.00589374127,"SWIR1"
1664,0.0625971109,0.00515185902,"SWIR1"
1665,0.0526180305,0.00445243483,"SWIR1"
1666,0.0444018468,0.00376932393,"SWIR1"
1667,0.0372955017,0.00310425926,"SWIR1"
1668,0.0317381546,0.00247348659,"SWIR1"
1669,0.0267092027,0.00195551384,"SWIR1"
1670,0.0226971321,0.0015615985,"SWIR1"
1671,0.0192451961,0.00124851323,"SWIR1"
1672,0.0164555572,0.00100363954,"SWIR1"
1673,0.013976776,0.000810146972,"SWIR1"
1674,0.0119506512,0.000652456831,"SWIR1"
1675,0.0104532074,0.000548729906,"SWIR1"
1676,0.00943050161,0.000486370991,"SWIR1"
1677,0.00834116153,0.000420522061,"SWIR1"
1678,0.00719349878,0.000354376389,"SWIR1"
1679,0.00618304173,0.000295890233,"SWIR1"
1680,0.00536271371,0.000256747269,"SWIR1"
1681,0.00464361021,0.000224637843,"SWIR1"
1682,0.00404723128,0.000198672205,"SWIR1"
1683,0.00352001702,0.00017642368,"SWIR1"
1684,0.00307878316,0.000157993258,"SWIR1"
1685,0.00268839742,0.000142657926,"SWIR1"
1686,0.00236167782,0.000129550637,"SWIR1"
1687,0.00206887373,0.000117752403,"SWIR1"
1688,0.00182513776,0.000108545777,"SWIR1"
1689,0.00160576671,0.000100488418,"SWIR1"
1690,0.00141761673,9.42489351e-05,"SWIR1"
1691,0.00126411021,8.93778488e-05,"SWIR1"
1692,0.0011274037,8.53765087e-05,"SWIR1"
1693,0.00100308086,8.22983129e-05,"SWIR1"
1694,0.000901514606,8.00287817e-05,"SWIR1"
1695,0.00080529612,7.83291762e-05,"SWIR1"
1696,0.00073007989,7.66961311e-05,"SWIR1"
1697,0.000657770725,7.55776782e-05,"SWIR1"
1698,0.000602298067,7.44489807e-05,"SWIR1"
1699,0.000548618671,7.37522059e-05,"SWIR1"
1700,0.000520751812,7.208647e-05,"SWIR1"
1701,0.00049288501,7.06103529e-05,"SWIR1"
1702,0.000465018064,6.93358015e-05,"SWIR1"
1703,0.000437151204,6.82743485e-05,"SWIR1"
1704,0.000409284345,6.74358234e-05,"SWIR1"
1705,0.000381417572,6.68287248e-05,"SWIR1"
1706,0.000353550684,6.64593244e-05,"SWIR1"
1707,0.000325683795,6.63319297e-05,"SWIR1"
1708,0.000297816936,6.64473046e-05,"SWIR1"
1709,0.000269950106,6.68046559e-05,"SWIR1"
1710,0.000242096474,6.74091571e-05,"SWIR1"
1711,0.0002267909,6.59396828e-05,"SWIR1"
1712,0.00021880366,6.44451575e-05,"SWIR1"
1713,0.000212210216,6.29665738e-05,"SWIR1"
1714,0.000205616772,6.15191748e-05,"SWIR1"
1715,0.000199023343,6.0104805e-05,"SWIR1"
1716,0.00019242987,5.87260474e-05,"SWIR1"
1717,0.000185836427,5.73855759e-05,"SWIR1"
1718,0.000179242983,5.60858498e-05,"SWIR1"
1719,0.000172649598,5.48299322e-05,"SWIR1"
1720,0.00016605611,5.36209045e-05,"SWIR1"
1721,0.000159462681,5.24619682e-05,"SWIR1"
1722,0.000152869223,5.13565283e-05,"SWIR1"
1723,0.000146275823,5.03081319e-05,"SWIR1"
1724,0.000139682365,4.93203188e-05,"SWIR1"
1725,0.000133088877,4.83970216e-05,"SWIR1"
1726,0.000126495434,4.75418237e-05,"SWIR1"
1727,0.000119902012,4.67584505e-05,"SWIR1"
1728,0.000113308546,4.60506162e-05,"SWIR1"
1729,0.000106715117,4.54217807e-05,"SWIR1"
1730,0.000100121666,4.48754145e-05,"SWIR1"
1731,9.56867734e-05,4.3813503e-05,"SWIR1"
1732,9.38804224e-05,4.33280075e-05,"SWIR1"
1733,9.29205344e-05,4.31190601e-05,"SWIR1"
1734,9.19606609e-05,4.29811698e-05,"SWIR1"
1735,9.1000773e-05,4.29149113e-05,"SWIR1"
1736,9.00408922e-05,4.2920743e-05,"SWIR1"
1737,8.90810261e-05,4.29986139e-05,"SWIR1"
1738,8.81211745e-05,4.31481021e-05,"SWIR1"
1739,8.71612719e-05,4.33684909e-05,"SWIR1"
1740,8.62013912e-05,4.36586743e-05,"SWIR1"
1741,8.52415251e-05,4.40173098e-05,"SWIR1"
1742,8.42816444e-05,4.44427133e-05,"SWIR1"
1743,8.33217637e-05,4.49330328e-05,"SWIR1"
1744,8.23618757e-05,4.54861001e-05,"SWIR1"
1745,8.14020023e-05,4.60996744e-05,"SWIR1"
1746,8.04421434e-05,4.67714526e-05,"SWIR1"
1747,7.94822481e-05,4.74988556e-05,"SWIR1"
1748,7.85223747e-05,4.82794567e-05,"SWIR1"
1749,7.75625012e-05,4.91106293e-05,"SWIR1"
1750,7.66026351e-05,4.99899324e-05,"SWIR1"
1751,7.63242788e-05,4.98289919e-05,"SWIR1"
1752,7.60739713e-05,4.96532157e-05,"SWIR1"
1753,7.58236856e-05,4.95108179e-05,"SWIR1"
1754,7.55733854e-05,4.9402177e-05,"SWIR1"
1755,7.53230779e-05,4.93275038e-05,"SWIR1"
1756,7.50727922e-05,4.92869985e-05,"SWIR1"
1757,7.48225066e-05,4.92805775e-05,"SWIR1"
1758,7.45721918e-05,4.93083935e-05,"SWIR1"
1759,7.43219061e-05,4.93703556e-05,"SWIR1"
1760,7.40716132e-05,4.94663327e-05,"SWIR1"
1761,7.38213203e-05,4.9596114e-05,"SWIR1"
1762,7.357102e-05,4.97595101e-05,"SWIR1"
1763,7.33207271e-05,4.99561029e-05,"SWIR1"
1764,7.30704051e-05,5.01854811e-05,"SWIR1"
1765,7.28201339e-05,5.04472846e-05,"SWIR1"
1766,7.25698192e-05,5.07410405e-05,"SWIR1"
1767,7.23195262e-05,5.10660466e-05,"SWIR1"
1768,7.20692333e-05,5.14218664e-05,"SWIR1"
1769,7.18189258e-05,5.18076886e-05,"SWIR1"
1770,7.1568662e-05,5.22230148e-05,"SWIR1"
1771,7.14484195e-05,5.13246523e-05,"SWIR1"
1772,7.1331553e-05,5.04592608e-05,"SWIR1"
1773,7.12146648e-05,4.96508474e-05,"SWIR1"
1774,7.10977838e-05,4.89021295e-05,"SWIR1"
1775,7.09809174e-05,4.82159157e-05,"SWIR1"
1776,7.08640437e-05,4.75949564e-05,"SWIR1"
1777,7.07471627e-05,4.70417654e-05,"SWIR1"
1778,7.06302817e-05,4.6558871e-05,"SWIR1"
1779,7.0513408e-05,4.61484124e-05,"SWIR1"
1780,7.03965343e-05,4.58123359e-05,"SWIR1"
1781,7.02796533e-05,4.55522713e-05,"SWIR1"
1782,7.01627723e-05,4.53695029e-05,"SWIR1"
1783,7.00459132e-05,4.52650347e-05,"SWIR1"
1784,6.99290249e-05,4.52394015e-05,"SWIR1"
1785,6.98121585e-05,4.52927161e-05,"SWIR1"
1786,6.96952848e-05,4.54247165e-05,"SWIR1"
1787,6.95783965e-05,4.5634657e-05,"SWIR1"
1788,6.94615301e-05,4.59215953e-05,"SWIR1"
1789,6.93446564e-05,4.62839889e-05,"SWIR1"
1790,6.92277827e-05,4.67201135e-05,"SWIR1"
1791,6.93908369e-05,4.65628946e-05,"SWIR1"
1792,6.96159404e-05,4.6226065e-05,"SWIR1"
1793,6.98410659e-05,4.59514049e-05,"SWIR1"
1794,7.00661549e-05,4.57402821e-05,"SWIR1"
1795,7.0291273e-05,4.55933223e-05,"SWIR1"
1796,7.05163766e-05,4.55113332e-05,"SWIR1"
1797,7.07414874e-05,4.54946094e-05,"SWIR1"
1798,7.0966591e-05,4.55432491e-05,"SWIR1"
1799,7.11916946e-05,4.5657016e-05,"SWIR1"
1800,7.14168127e-05,4.58354407e-05,"SWIR1"
1801,7.16419236e-05,4.60776828e-05,"SWIR1"
1802,7.18670344e-05,4.6382891e-05,"SWIR1"
1803,7.20921307e-05,4.67497557e-05,"SWIR1"
1804,7.23172416e-05,4.71767999e-05,"SWIR1"
1805,7.25423524e-05,4.76625319e-05,"SWIR1"
1806,7.27674633e-05,4.82049873e-05,"SWIR1"
1807,7.29925741e-05,4.88024707e-05,"SWIR1"
1808,7.32176777e-05,4.9452814e-05,"SWIR1"
1809,7.34427886e-05,5.0154129e-05,"SWIR1"
1810,7.36678921e-05,5.09041492e-05,"SWIR1"
1811,7.3893003e-05,5.17009139e-05,"SWIR1"
1812,7.4094889e-05,5.21945731e-05,"SWIR1"
1813,7.42606426e-05,5.21349539e-05,"SWIR1"
1814,7.4426418e-05,5.21165639e-05,"SWIR1"
1815,7.45921498e-05,5.21396723e-05,"SWIR1"
1816,7.47579106e-05,5.22038499e-05,"SWIR1"
1817,7.49236424e-05,5.23091658e-05,"SWIR1"
1818,7.5089396e-05,5.24553398e-05,"SWIR1"
1819,7.52551496e-05,5.26420772e-05,"SWIR1"
1820,7.54208886e-05,5.28688324e-05,"SWIR1"
1821,7.55866495e-05,5.31352271e-05,"SWIR1"
1822,7.57523885e-05,5.34404935e-05,"SWIR1"
1823,7.59181567e-05,5.37842243e-05,"SWIR1"
1824,7.60839175e-05,5.41654117e-05,"SWIR1"
1825,7.62496638e-05,5.45835064e-05,"SWIR1"
1826,7.64154174e-05,5.50375225e-05,"SWIR1"
1827,7.65811565e-05,5.55265215e-05,"SWIR1"
1828,7.67469173e-05,5.60497392e-05,"SWIR1"
1829,7.69126491e-05,5.6606219e-05,"SWIR1"
1830,7.70784027e-05,5.71948804e-05,"SWIR1"
1831,7.72707717e-05,5.73616671e-05,"SWIR1"
1832,7.74826185e-05,5.70579941e-05,"SWIR1"
1833,7.76944871e-05,5.67922725e-05,"SWIR1"
1834,7.79063557e-05,5.65649643e-05,"SWIR1"
1835,7.81182098e-05,5.63765061e-05,"SWIR1"
1836,7.83300638e-05,5.62273453e-05,"SWIR1"
1837,7.85419325e-05,5.61177694e-05,"SWIR1"
1838,7.87537792e-05,5.60480403e-05,"SWIR1"
1839,7.89656624e-05,5.60182525e-05,"SWIR1"
1840,7.91775237e-05,5.60285262e-05,"SWIR1"
1841,7.9389356e-05,5.60787848e-05,"SWIR1"
1842,7.96012318e-05,5.61689776e-05,"SWIR1"
1843,7.98131077e-05,5.62987989e-05,"SWIR1"
1844,8.00249618e-05,5.64682014e-05,"SWIR1"
1845,8.02368231e-05,5.66766284e-05,"SWIR1"
1846,8.04486772e-05,5.69236799e-05,"SWIR1"
1847,8.06605531e-05,5.72089048e-05,"SWIR1"
1848,8.08723998e-05,5.75316808e-05,"SWIR1"
1849,8.10842757e-05,5.78914187e-05,"SWIR1"
1850,8.11888676e-05,5.77309547e-05,"SWIR1"
1851,8.11728605e-05,5.70202101e-05,"SWIR1"
1852,8.11568243e-05,5.63558315e-05,"SWIR1"
1853,8.11407954e-05,5.57397034e-05,"SWIR1"
1854,8.11247737e-05,5.51732228e-05,"SWIR1"
1855,8.11087666e-05,5.46581032e-05,"SWIR1"
1856,8.10927377e-05,5.41956724e-05,"SWIR1"
1857,8.10766869e-05,5.37874403e-05,"SWIR1"
1858,8.10606798e-05,5.34345636e-05,"SWIR1"
1859,8.10446436e-05,5.31381374e-05,"SWIR1"
1860,8.10286147e-05,5.28990604e-05,"SWIR1"
1861,8.1012593e-05,5.27182892e-05,"SWIR1"
1862,8.09965568e-05,5.2596246e-05,"SWIR1"
1863,8.09805497e-05,5.25333962e-05,"SWIR1"
1864,8.09645135e-05,5.2529911e-05,"SWIR1"
1865,8.09484918e-05,5.25859396e-05,"SWIR1"
1866,8.09324774e-05,5.27011507e-05,"SWIR1"
1867,8.09164485e-05,5.28753226e-05,"SWIR1"
1868,8.09004268e-05,5.31076221e-05,"SWIR1"
1869,8.10406491e-05,5.31392943e-05,"SWIR1"
1870,8.13588995e-05,5.3102267e-05,"SWIR1"
1871,8.17710606e-05,5.24485367e-05,"SWIR1"
1872,8.21832e-05,5.19654459e-05,"SWIR1"
1873,8.25953612e-05,5.16579385e-05,"SWIR1"
1874,8.30075296e-05,5.15291104e-05,"SWIR1"
1875,8.34196617e-05,5.15802167e-05,"SWIR1"
1876,8.38318228e-05,5.18107554e-05,"SWIR1"
1877,8.42439622e-05,5.22184746e-05,"SWIR1"
1878,8.46561306e-05,5.27990378e-05,"SWIR1"
1879,8.50682845e-05,5.35471081e-05,"SWIR1"
1880,8.54804312e-05,5.44554459e-05,"SWIR1"
