"grain_size","ndgsi"
30,0.577037948442782
31,0.584158859160801
32,0.59104440904754
33,0.597697890791967
34,0.604139519326067
35,0.610376624271011
36,0.616420564460071
37,0.622281657475508
38,0.627971336752521
39,0.633496522234959
40,0.638859747428623
41,0.644081432407658
42,0.649160985065388
43,0.654095168234691
44,0.658912286792888
45,0.663595443912983
46,0.668165243006664
47,0.672616691879997
48,0.676957837401967
49,0.681197299068874
50,0.685332654324674
51,0.689363919783764
52,0.693305988418513
53,0.697160279444509
54,0.700922329394701
55,0.704599613499356
56,0.708196702947859
57,0.711714034022082
58,0.715152751330536
59,0.71852090077983
60,0.721812543546915
61,0.725037578975148
62,0.72819546929372
63,0.731283680789134
64,0.734313174943216
65,0.737280965149262
66,0.7401893000236
67,0.743038168735477
68,0.745834107914721
69,0.748568129169278
70,0.751255097961186
71,0.753887393249032
72,0.756472679828599
73,0.759006531075068
74,0.761493126844799
75,0.763937959685703
76,0.766334773504975
77,0.768686285003782
78,0.77099831318727
79,0.773267282271553
80,0.775498575618867
81,0.777687652716382
82,0.779839832160239
83,0.781955588359887
84,0.784034262208507
85,0.786077223160747
86,0.788086707430673
87,0.790061247761298
88,0.792004503522221
89,0.793915108256351
90,0.795794590455751
91,0.797642662684908
92,0.799463326264295
93,0.801253380004671
94,0.80301421097721
95,0.804749098747177
96,0.806456778277061
97,0.808136474506857
98,0.809791157815135
99,0.81141973888864
100,0.813025854315556
101,0.814608534410213
102,0.816164540943332
103,0.817698856027708
104,0.819208214020129
105,0.820699628101704
106,0.8221667921736
107,0.823613365297011
108,0.825037877984523
109,0.826443197775037
110,0.827827920404171
111,0.829194273400536
112,0.830540318577187
113,0.831870288086505
114,0.833178714488918
115,0.834470252448391
116,0.835743288725262
117,0.836999975295727
118,0.838238971824088
119,0.83946072510029
120,0.840667332688374
121,0.841857713193669
122,0.843031835034069
123,0.844190673787961
124,0.845334578658309
125,0.846464339684951
126,0.847578744707092
127,0.848678626834786
128,0.849764376781463
129,0.850837774741218
130,0.851895713647795
131,0.852941569892874
132,0.853973687951084
133,0.854991384029037
134,0.85599841065462
135,0.856993445449314
136,0.85797400864758
137,0.858943860699469
138,0.859902499994784
139,0.860848331681992
140,0.861783913190625
141,0.862708052089219
142,0.863621197288972
143,0.864522564301487
144,0.865414735520584
145,0.866294314265911
146,0.86716587069975
147,0.86802627179808
148,0.868877146535373
149,0.869717299582057
150,0.870548942618903
151,0.871369863525162
152,0.872182880719773
153,0.872985608730943
154,0.873779274028069
155,0.874565495508218
156,0.875341136811426
157,0.876108737643846
158,0.876867696744613
159,0.877619079636235
160,0.878361948156434
161,0.879096179292577
162,0.879821792186493
163,0.880540611946017
164,0.881252076717173
165,0.88195525465541
166,0.882651402428
167,0.883339683337667
168,0.884021154002228
169,0.884695263825294
170,0.885362276441912
171,0.886021995436283
172,0.886674980208096
173,0.887322405755215
174,0.887962022373781
175,0.888594985400399
176,0.889221869685489
177,0.889842745817515
178,0.890456745883258
179,0.891065047464837
180,0.891666164552604
181,0.892262142281093
182,0.892851914379551
183,0.893436839375516
184,0.894014366849226
185,0.894587381849992
186,0.895154807592708
187,0.895716003020781
188,0.896272151762852
189,0.89682214383252
190,0.897368005831912
191,0.897908207992247
192,0.898443739976061
193,0.898973193122083
194,0.899498028679659
195,0.900018576136666
196,0.900533445966846
197,0.901044478281384
198,0.90154958277628
199,0.902050755222916
200,0.902546748700908
201,0.903038537001407
202,0.903525743867239
203,0.904007969717694
204,0.904486209028617
205,0.904960356294588
206,0.905430058490605
207,0.905895965505253
208,0.906356392467929
209,0.906813667290183
210,0.907266372968981
211,0.907715528697222
212,0.908160495483369
213,0.908602284340351
214,0.909039030161592
215,0.9094724935593
216,0.909901972503486
217,0.910327555708598
218,0.910750233384354
219,0.911168625549056
220,0.911583861583751
221,0.911995124438384
222,0.912403025307987
223,0.912806851450761
224,0.913208614653247
225,0.913605589577625
226,0.913999965011021
227,0.914391187696002
228,0.914778584799241
229,0.915163035276135
230,0.915544501948359
231,0.915921769298375
232,0.91629666265778
233,0.916668360163671
234,0.917037299025078
235,0.917403252973299
236,0.917765551253637
237,0.918125115993016
238,0.918481435704598
239,0.918836225928201
240,0.919186797511219
241,0.919534626453197
242,0.919880633333609
243,0.920223372534264
244,0.92056303519757
245,0.920900643733633
246,0.921234976962925
247,0.921567175306352
248,0.92189604265608
249,0.922222679206068
250,0.922546842074318
251,0.92286847725547
252,0.923187806494071
253,0.923504558740901
254,0.923818276949471
255,0.924130095883077
256,0.924439288929809
257,0.924746371250017
258,0.925050715936952
259,0.925352966381826
260,0.925652686561873
261,0.925950261123612
262,0.926245968905672
263,0.92653898343045
264,0.926830161105016
265,0.927118541391073
266,0.927405403522549
267,0.927689620894279
268,0.927971911199074
269,0.928251924076069
270,0.928530155440479
271,0.928806164715888
272,0.929080201714164
273,0.929351944509178
274,0.929622035621083
275,0.929890149377207
276,0.930156571331889
277,0.930420168506242
278,0.930682454182411
279,0.930942650175472
280,0.931201099826589
281,0.9314578117109
282,0.931712048372301
283,0.931964886780803
284,0.932216077142212
285,0.93246532014585
286,0.932712657306476
287,0.932958119372596
288,0.933202395342184
289,0.933444385353835
290,0.933685109150514
291,0.933923960653659
292,0.93416095933655
293,0.934396642202941
294,0.934629919472252
295,0.934862037456509
296,0.935092696105883
297,0.935321485742547
298,0.935548931267689
299,0.935774652086637
300,0.935998637218531
301,0.936221095290996
302,0.936442523633132
303,0.936662253054414
304,0.93688033333395
305,0.937097009538549
306,0.937312000832601
307,0.93752560281656
308,0.937737689753425
309,0.937948417758857
310,0.938157769321243
311,0.938365808583268
312,0.938572077619849
313,0.938777539944236
314,0.93898119779087
315,0.939183563810118
316,0.939384823372092
317,0.939584314363075
318,0.93978310834001
319,0.939979956201106
320,0.940175626667167
321,0.940370352097241
322,0.9405633182599
323,0.940755308907355
324,0.940945963635048
325,0.941135338901333
326,0.941323549208812
327,0.941510866848506
328,0.941696430193181
329,0.941880768003833
330,0.942063933225053
331,0.942246613478444
332,0.942427218446399
333,0.942607199683681
334,0.942785681240564
335,0.942963408651242
336,0.943139578182799
337,0.943314948116745
338,0.943488963748798
339,0.943662083360277
340,0.943834078038687
341,0.94400469253367
342,0.944174498174937
343,0.944343417123655
344,0.944510948731641
345,0.944677387639286
346,0.944842890342331
347,0.945007399633271
348,0.945170795418494
349,0.945333178542863
350,0.945494530035085
351,0.945655189871029
352,0.945814499774553
353,0.945973157911092
354,0.946130581095339
355,0.946287210770679
356,0.946442672847393
357,0.946596892606835
358,0.946750702500007
359,0.946903522104689
360,0.947055354589009
361,0.94720604000651
362,0.947355993176841
363,0.947504882608868
364,0.947653028658378
365,0.947799919211287
366,0.947946772431581
367,0.948092029556478
368,0.948236736102679
369,0.948379960676871
370,0.94852274350089
371,0.948664839941038
372,0.948805925380855
373,0.948946360367644
374,0.949085608933824
375,0.949224244235121
376,0.949362046238802
377,0.949499191002236
378,0.949635154956696
379,0.949770615656005
380,0.94990515164492
381,0.95003885137414
382,0.95017166601788
383,0.950303862925955
384,0.950435447227375
385,0.950566147456008
386,0.950696145936341
387,0.950824985997983
388,0.95095344240156
389,0.951081206558582
390,0.951208042277201
391,0.951334269485936
392,0.951459540454241
393,0.951584352340004
394,0.951708467873198
395,0.951831474079831
396,0.951954205324287
397,0.952075915929102
398,0.952197265139061
399,0.952317737225112
400,0.952437336584311
401,0.952556404113919
402,0.952675206691156
403,0.952792679657317
404,0.952909975457984
405,0.953026201946337
406,0.953142170255964
407,0.953257208375773
408,0.953371667576596
409,0.953485722605396
410,0.953598745972363
411,0.953711605352892
412,0.953823291618137
413,0.953934556196004
414,0.954045204901997
415,0.954155384967081
416,0.954264490113661
417,0.954373500263548
418,0.954481859422205
419,0.954589500162584
420,0.95469651550542
421,0.9548027696456
422,0.954908714442245
423,0.955013987394196
424,0.955118638991966
425,0.955223027006129
426,0.955326358761384
427,0.955429324362394
428,0.95553198849344
429,0.95563380691113
430,0.95573498881238
431,0.955835789876288
432,0.955935971527279
433,0.956035784212271
434,0.956134978316737
435,0.956233534409076
436,0.956331618669203
437,0.956428943940755
438,0.956525855233596
439,0.956622662795228
440,0.956718450411223
441,0.956814117193196
442,0.956908896670465
443,0.957003398005823
444,0.957097416439952
445,0.957190889729643
446,0.957283578026989
447,0.957376124431923
448,0.957468177361031
449,0.957559682733386
450,0.957650509166191
451,0.957741082995275
452,0.957831027357531
453,0.957920579762457
454,0.958009605663593
455,0.958098173861158
456,0.958186445660108
457,0.958273951782505
458,0.958361459432056
459,0.958448236230627
460,0.958534505828984
461,0.958620453558149
462,0.958705705516227
463,0.95879074164298
464,0.95887526954518
465,0.958959139547984
466,0.959043175220379
467,0.959126130236478
468,0.959208967896569
469,0.959291452316617
470,0.959373254480951
471,0.959454988269101
472,0.959535859704141
473,0.959616669468717
474,0.959696878467818
475,0.95977682964171
476,0.959856112969322
477,0.959935377288568
478,0.960013856654257
479,0.960092110335598
480,0.960170030140623
481,0.960247467135987
482,0.960324425437347
483,0.960401346184391
484,0.960477566640838
485,0.960553317602921
486,0.960628662672319
487,0.960703931525936
488,0.960778602083315
489,0.960853021974837
490,0.960926999784781
491,0.961000701472165
492,0.961074012362694
493,0.961146715537704
494,0.961219222900366
495,0.961291449823636
496,0.961363244930734
497,0.961434740556472
498,0.961505816596607
499,0.961576528525962
500,0.961646805575509
501,0.961716796192588
502,0.96178644781526
503,0.961855957546553
504,0.961924811009337
505,0.961993529950267
506,0.962061906096882
507,0.9621298054937
508,0.962197605390275
509,0.962264957498666
510,0.962331760944338
511,0.962398360686764
512,0.962464730199254
513,0.962530689369456
514,0.962596420352251
515,0.962661691776553
516,0.962726714455166
517,0.962791658346659
518,0.962855837292117
519,0.962920086667644
520,0.962983807636552
521,0.963047185634209
522,0.963110469307852
523,0.96317320171344
524,0.96323577239796
525,0.96329806539516
526,0.963360044429016
527,0.963421519719571
528,0.963483059729408
529,0.963544053341612
530,0.963604777770194
531,0.963665256187809
532,0.963725413038055
533,0.963785214341172
534,0.963844961904781
535,0.963904307722434
536,0.963963163174502
537,0.964022057605046
538,0.964080542787541
