"grain_size","ndgsi"
30,0.576791940394856
31,0.583913082789489
32,0.590798597589392
33,0.597452241158515
34,0.603893895887086
35,0.610131097711445
36,0.616175269693642
37,0.622036504658748
38,0.627726381784814
39,0.633251862727279
40,0.638615331761194
41,0.643837363751975
42,0.648917315736899
43,0.653851965663233
44,0.658669626563651
45,0.663353249694182
46,0.667923745585167
47,0.672375803506797
48,0.676717666766467
49,0.680957970175623
50,0.685094082812756
51,0.689126153882682
52,0.693069118003509
53,0.696924363745878
54,0.700687421498663
55,0.70436566204402
56,0.707963783143324
57,0.711482178987766
58,0.714922013898554
59,0.718291291204069
60,0.721584052936728
61,0.724810302432177
62,0.727969452527601
63,0.731058799312039
64,0.734089559381986
65,0.737058585141075
66,0.739968199101537
67,0.742818361442617
68,0.745615550646226
69,0.748350868074784
70,0.75103910197889
71,0.753672693137811
72,0.756259265394171
73,0.758794440144188
74,0.761282304043166
75,0.763728427880055
76,0.766126566823711
77,0.768479341356016
78,0.77079267508343
79,0.773062938658957
80,0.775295548793971
81,0.777485846178713
82,0.779639272605773
83,0.781756318573047
84,0.78383621700404
85,0.785880353125818
86,0.787891105342823
87,0.789866865686758
88,0.791811304143379
89,0.79372312528688
90,0.795603820359887
91,0.797453037143823
92,0.799274877468315
93,0.80106601782644
94,0.802828036892535
95,0.804564021066522
96,0.806272815456803
97,0.807953640427081
98,0.809609400822012
99,0.811239066018635
100,0.812846266460838
101,0.814429992727421
102,0.815987040577018
103,0.817522418326587
104,0.819032800566943
105,0.820525207599093
106,0.821993416040219
107,0.823440966630649
108,0.82486649005296
109,0.826272740924516
110,0.827658456944297
111,0.829025752498065
112,0.830372749038526
113,0.831703673393442
114,0.833013046330217
115,0.83430546608905
116,0.83557941884367
117,0.836837013083397
118,0.838076911792608
119,0.839299545169882
120,0.84050703427703
121,0.841698272640321
122,0.842873245479041
123,0.844032954257237
124,0.845177671918084
125,0.846308272269815
126,0.847423560020034
127,0.84852423325291
128,0.849610793676374
129,0.850685025554529
130,0.851743757767879
131,0.85279041820599
132,0.853823299750755
133,0.854841777649817
134,0.855849576623823
135,0.856845393851798
136,0.85782669527679
137,0.85879733515303
138,0.859756721143429
139,0.860703313361677
140,0.861639625080044
141,0.862564492459916
142,0.863478387015184
143,0.864380470655011
144,0.865273357047995
145,0.866153633104196
146,0.867025892256011
147,0.867887005797569
148,0.868738579232469
149,0.869579435182252
150,0.870411749632416
151,0.871233352779527
152,0.872047062295055
153,0.872850455480316
154,0.873644787532377
155,0.874431685825045
156,0.8752079637144
157,0.875976211334543
158,0.876735835135279
159,0.877487883687553
160,0.878231382997766
161,0.878966244643692
162,0.879692474534616
163,0.880411948275053
164,0.881124024083349
165,0.881827831679462
166,0.882524598098166
167,0.883213487359313
168,0.883895570016174
169,0.884570274839987
170,0.885237898682176
171,0.885898205958025
172,0.886551778561507
173,0.887199783506616
174,0.88783999305368
175,0.888473520645749
176,0.88910098120073
177,0.889722447488398
178,0.89033700973301
179,0.890945875665443
180,0.891547544581018
181,0.892144086609415
182,0.8927344087962
183,0.893319892146382
184,0.893897952303348
185,0.894471512573188
186,0.895039480037503
187,0.895601210071749
188,0.896157894074763
189,0.896708412648214
190,0.897254787058909
191,0.897795519075766
192,0.898331567581363
193,0.898861548002562
194,0.899386889744157
195,0.899907943196826
196,0.900423323652448
197,0.900934853591338
198,0.901440454086835
199,0.901942118933883
200,0.902438600928529
201,0.902930895082234
202,0.903418580108425
203,0.903901284473619
204,0.904380002272786
205,0.904854626984169
206,0.905324806949864
207,0.905791172160955
208,0.906252069653174
209,0.906709821157156
210,0.90716298003464
211,0.907612583821156
212,0.908058009943464
213,0.908500245683458
214,0.908937450070141
215,0.9093713480617
216,0.909801266649265
217,0.910227311039378
218,0.91065041995421
219,0.911069244015757
220,0.911484923936207
221,0.911896607882129
222,0.912304937054967
223,0.912709184570997
224,0.913111367099026
225,0.913508758139477
226,0.913903549652855
227,0.914295196667399
228,0.914682994550365
229,0.915067858666857
230,0.915449727975916
231,0.915827391505961
232,0.916202698705329
233,0.916574796943478
234,0.916944130971294
235,0.917310486448585
236,0.917673164506274
237,0.918033121718475
238,0.918389825826092
239,0.918745003391083
240,0.91909595168108
241,0.919444160129096
242,0.919790548140563
243,0.920133661162677
244,0.920473695137801
245,0.920811680576604
246,0.921146384273045
247,0.921478949298486
248,0.921808169986787
249,0.922135178694891
250,0.922459695521951
251,0.922781696575867
252,0.923101378882708
253,0.923418482427462
254,0.923732553084604
255,0.924044730101597
256,0.924354264690888
257,0.924661700702613
258,0.92496638614611
259,0.925268978628903
260,0.925569036145441
261,0.925866955743534
262,0.926162988983581
263,0.926456342830852
264,0.926747856978666
265,0.927036573282228
266,0.927323752404569
267,0.927608301675801
268,0.927890915663854
269,0.928171255903321
270,0.928449812848139
271,0.928726138525249
272,0.929000501612236
273,0.929272547281751
274,0.929542962534608
275,0.92981138632024
276,0.930078121869451
277,0.930342028846062
278,0.930604620250094
279,0.930865133353679
280,0.931123878492625
281,0.931380906974423
282,0.931635444975587
283,0.931888571586426
284,0.932140066915564
285,0.932389604766396
286,0.932637241067205
287,0.932882997695609
288,0.933127569204809
289,0.93336985486984
290,0.93361086414567
291,0.933850008112056
292,0.934087296241278
293,0.934323261037166
294,0.934556827208975
295,0.934789224828144
296,0.935020165080626
297,0.935249232476917
298,0.935476962675946
299,0.935702953231198
300,0.935927215332298
301,0.936149947723533
302,0.936371652018564
303,0.936591654062006
304,0.936810005901999
305,0.937026947686915
306,0.937242206960268
307,0.9374560859677
308,0.937668433285137
309,0.937879416585004
310,0.93808902928775
311,0.93829734028956
312,0.938503865937478
313,0.938709587673862
314,0.938913508410753
315,0.939116128027779
316,0.939317645891876
317,0.939517385458028
318,0.939716437792737
319,0.939913536466953
320,0.94010945844187
321,0.940304440135904
322,0.940497650437852
323,0.94068988907877
324,0.940880787509793
325,0.941070405654794
326,0.94125885995207
327,0.941446423386232
328,0.941632226685042
329,0.941816805154226
330,0.942000210198563
331,0.942183132531415
332,0.94236396983093
333,0.942544194062876
334,0.942722910292938
335,0.942900866124936
336,0.943077271831417
337,0.943252870289129
338,0.943427120299066
339,0.943600471976095
340,0.943772697134955
341,0.943943532884806
342,0.944113566466427
343,0.944282712760164
344,0.944450472205464
345,0.944617131950202
346,0.944782862918412
347,0.944947593168665
348,0.945111209487267
349,0.945273809621809
350,0.945435381811314
351,0.945596265952907
352,0.945755790149871
353,0.945914664769195
354,0.946072297738807
355,0.946229147582474
356,0.946384818813468
357,0.946539247549905
358,0.946693273944449
359,0.946846308155363
360,0.946998347593986
361,0.947149243534371
362,0.947299401906132
363,0.947448498972341
364,0.947596853089723
365,0.947743942820683
366,0.947891001249206
367,0.948036468826331
368,0.948181378038697
369,0.948324800003412
370,0.948467782994485
371,0.948610082262674
372,0.948751368769494
373,0.948892000887422
374,0.94903144396896
375,0.949170277934183
376,0.949308271706845
377,0.949445615283861
378,0.949581775163121
379,0.949717430454695
380,0.949852155952967
381,0.949986043414661
382,0.950119051671483
383,0.950251439443245
384,0.950383213507856
